09.04.2026                                                                                                 Salida dinámica de lista                                                                                                                                                       1


	Objeto	Tipo objeto	Denomin.	Clase	Status	ESPECIE	Clase	Tipo de madera	Familia	Calidad	Terminación	Estado Humedad	Grado	Espesor Comercial	Ancho comercial	Largo Comercial	Espesor Nominal	Ancho Nominal	Largo Nominal	Espesor	  Ancho	    Largo

	1204168	Mat	PPCMC1CRGVESD 0x0x0	PM_ASERRADERO2	1	P	P	C	MC	1C	RG	VE	SD
	1204169	Mat	PPCMC2CRGVESD 0x0x0	PM_ASERRADERO2	1	P	P	C	MC	2C	RG	VE	SD
	1520930	Mat	PTLMUMERGSEEX 44x125x2135 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	7	         50,800	      127,000	    2.133,600	 44,000	125,000	2.135,000
	1520931	Mat	PTLMUMERGSEEX 44x125x2440 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	8	         50,800	      127,000	    2.438,400	 44,000	125,000	2.440,000
	1520932	Mat	PTLMUMERGSEEX 44x125x2745 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	9	         50,800	      127,000	    2.743,200	 44,000	125,000	2.745,000
	1520933	Mat	PTLMUMERGSEEX 44x125x3050 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	10	         50,800	      127,000	    3.048,000	 44,000	125,000	3.050,000
	1520934	Mat	PTLMUMERGSEEX 44x125x3355 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	11	         50,800	      127,000	    3.352,800	 44,000	125,000	3.355,000
	1520935	Mat	PTLMUMERGSEEX 44x125x3660 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	12	         50,800	      127,000	    3.657,600	 44,000	125,000	3.660,000
	1520936	Mat	PTLMUMERGSEEX 44x125x3965 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	13	         50,800	      127,000	    3.962,400	 44,000	125,000	3.965,000
	1520937	Mat	PTLMUMERGSEEX 44x125x4270 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	14	         50,800	      127,000	    4.267,200	 44,000	125,000	4.270,000
	1520938	Mat	PTLMUMERGSEEX 44x125x4575 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	15	         50,800	      127,000	    4.572,000	 44,000	125,000	4.575,000
	1520939	Mat	PTLMUMERGSEEX 44x125x4880 128	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	5	16	         50,800	      127,000	    4.876,800	 44,000	125,000	4.880,000
	1520940	Mat	PTLMUMERGSEEX 44x195x2135 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	7	         50,800	      203,200	    2.133,600	 44,000	195,000	2.135,000
	1520941	Mat	PTLMUMERGSEEX 44x195x2440 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	8	         50,800	      203,200	    2.438,400	 44,000	195,000	2.440,000
	1520942	Mat	PTLMUMERGSEEX 44x195x2745 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	9	         50,800	      203,200	    2.743,200	 44,000	195,000	2.745,000
	1520943	Mat	PTLMUMERGSEEX 44x195x3050 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	10	         50,800	      203,200	    3.048,000	 44,000	195,000	3.050,000
	1520944	Mat	PTLMUMERGSEEX 44x195x3355 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	11	         50,800	      203,200	    3.352,800	 44,000	195,000	3.355,000
	1520945	Mat	PTLMUMERGSEEX 44x195x3660 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	12	         50,800	      203,200	    3.657,600	 44,000	195,000	3.660,000
	1520946	Mat	PTLMUMERGSEEX 44x195x3965 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	13	         50,800	      203,200	    3.962,400	 44,000	195,000	3.965,000
	1520947	Mat	PTLMUMERGSEEX 44x195x4270 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	14	         50,800	      203,200	    4.267,200	 44,000	195,000	4.270,000
	1520948	Mat	PTLMUMERGSEEX 44x195x4575 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	15	         50,800	      203,200	    4.572,000	 44,000	195,000	4.575,000
	1520949	Mat	PTLMUMERGSEEX 44x195x4880 80	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	16	         50,800	      203,200	    4.876,800	 44,000	195,000	4.880,000
	1520951	Mat	PTLMUCORGSEG1 17x74x2440 546	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	3	8	         17,000	       76,200	    2.438,400	 17,000	 74,000	2.440,000
	1520952	Mat	PTLMUCORGSEG1 17x74x3050 546	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	3	10	         17,000	       76,200	    3.048,000	 17,000	 74,000	3.050,000
	1520953	Mat	PTLMUCORGSEG1 17x74x3660 546	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	3	12	         17,000	       76,200	    3.657,600	 17,000	 74,000	3.660,000
	1520954	Mat	PTLMUCORGSEG1 17x74x4270 546	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	3	14	         17,000	       76,200	    4.267,200	 17,000	 74,000	4.270,000
	1520955	Mat	PTLMUCORGSEG1 17x74x4880 546	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	3	16	         17,000	       76,200	    4.876,800	 17,000	 74,000	4.880,000
	1520956	Mat	PTLMUCORGSEG1 17x95x2440 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	8	         17,000	      101,600	    2.438,400	 17,000	 95,000	2.440,000
	1520957	Mat	PTLMUCORGSEG1 17x95x3050 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	10	         17,000	      101,600	    3.048,000	 17,000	 95,000	3.050,000
	1520958	Mat	PTLMUCORGSEG1 17x95x3660 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	12	         17,000	      101,600	    3.657,600	 17,000	 95,000	3.660,000
	1520959	Mat	PTLMUCORGSEG1 17x95x4270 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	14	         17,000	      101,600	    4.267,200	 17,000	 95,000	4.270,000
	1520960	Mat	PTLMUCORGSEG1 17x95x4880 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	16	         17,000	      101,600	    4.876,800	 17,000	 95,000	4.880,000
	1520961	Mat	PTLMUCORGSEG1 17x100x2440 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	8	         17,000	      101,600	    2.438,400	 17,000	100,000	2.440,000
	1520962	Mat	PTLMUCORGSEG1 17x100x3050 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	10	         17,000	      101,600	    3.048,000	 17,000	100,000	3.050,000
	1520963	Mat	PTLMUCORGSEG1 17x100x3660 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	12	         17,000	      101,600	    3.657,600	 17,000	100,000	3.660,000
	1520964	Mat	PTLMUCORGSEG1 17x100x4270 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	14	         17,000	      101,600	    4.267,200	 17,000	100,000	4.270,000
	1520965	Mat	PTLMUCORGSEG1 17x100x4880 429	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	4	16	         17,000	      101,600	    4.876,800	 17,000	100,000	4.880,000
	1520966	Mat	PTLMUCORGSEG1 17x125x2440 312	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	5	8	         17,000	      127,000	    2.438,400	 17,000	125,000	2.440,000
	1520967	Mat	PTLMUCORGSEG1 17x125x3050 312	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	5	10	         17,000	      127,000	    3.048,000	 17,000	125,000	3.050,000
	1520968	Mat	PTLMUCORGSEG1 17x125x3660 312	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	5	12	         17,000	      127,000	    3.657,600	 17,000	125,000	3.660,000
	1520969	Mat	PTLMUCORGSEG1 17x125x4270 312	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	5	14	         17,000	      127,000	    4.267,200	 17,000	125,000	4.270,000
	1520970	Mat	PTLMUCORGSEG1 17x125x4880 312	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	5	16	         17,000	      127,000	    4.876,800	 17,000	125,000	4.880,000
	1520980	Mat	PTLMUCORGSEG1 17x145x2440 273	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	6	8	         17,000	      152,400	    2.438,400	 17,000	145,000	2.440,000
	1520981	Mat	PTLMUCORGSEG1 17x145x3050 273	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	6	10	         17,000	      152,400	    3.048,000	 17,000	145,000	3.050,000
	1520982	Mat	PTLMUCORGSEG1 17x145x3660 273	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	6	12	         17,000	      152,400	    3.657,600	 17,000	145,000	3.660,000
	1520983	Mat	PTLMUCORGSEG1 17x145x4270 273	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	6	14	         17,000	      152,400	    4.267,200	 17,000	145,000	4.270,000
	1520984	Mat	PTLMUCORGSEG1 17x145x4880 273	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	6	16	         17,000	      152,400	    4.876,800	 17,000	145,000	4.880,000
	1520985	Mat	PTLMUCORGSEG1 17x195x2440 195	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	8	8	         17,000	      203,200	    2.438,400	 17,000	195,000	2.440,000
	1520986	Mat	PTLMUCORGSEG1 17x195x3050 195	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	8	10	         17,000	      203,200	    3.048,000	 17,000	195,000	3.050,000
	1520987	Mat	PTLMUCORGSEG1 17x195x3660 195	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	8	12	         17,000	      203,200	    3.657,600	 17,000	195,000	3.660,000
	1520988	Mat	PTLMUCORGSEG1 17x195x4270 195	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	8	14	         17,000	      203,200	    4.267,200	 17,000	195,000	4.270,000
	1520989	Mat	PTLMUCORGSEG1 17x195x4880 195	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	8	16	         17,000	      203,200	    4.876,800	 17,000	195,000	4.880,000
	1520991	Mat	PTLMUMERGSEEX 17x74x2440 546	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	3	8	         17,000	       76,200	    2.438,400	 17,000	 74,000	2.440,000
	1520992	Mat	PTLMUMERGSEEX 17x74x3050 546	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	3	10	         17,000	       76,200	    3.048,000	 17,000	 74,000	3.050,000
	1520993	Mat	PTLMUMERGSEEX 17x74x3660 546	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	3	12	         17,000	       76,200	    3.657,600	 17,000	 74,000	3.660,000
	1520994	Mat	PTLMUMERGSEEX 17x74x4270 546	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	3	14	         17,000	       76,200	    4.267,200	 17,000	 74,000	4.270,000
	1520995	Mat	PTLMUMERGSEEX 17x74x4880 546	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	3	16	         17,000	       76,200	    4.876,800	 17,000	 74,000	4.880,000
	1520996	Mat	PTLMUMERGSEEX 17x95x2440 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	8	         17,000	      101,600	    2.438,400	 17,000	 95,000	2.440,000
	1520997	Mat	PTLMUMERGSEEX 17x95x3050 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	10	         17,000	      101,600	    3.048,000	 17,000	 95,000	3.050,000
	1520998	Mat	PTLMUMERGSEEX 17x95x3660 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	12	         17,000	      101,600	    3.657,600	 17,000	 95,000	3.660,000
	1520999	Mat	PTLMUMERGSEEX 17x95x4270 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	14	         17,000	      101,600	    4.267,200	 17,000	 95,000	4.270,000
	1521000	Mat	PTLMUMERGSEEX 17x95x4880 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	16	         17,000	      101,600	    4.876,800	 17,000	 95,000	4.880,000
	1521002	Mat	PTLMUMERGSEEX 17x100x2440 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	8	         17,000	      101,600	    2.438,400	 17,000	100,000	2.440,000
	1521003	Mat	PTLMUMERGSEEX 17x100x3050 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	10	         17,000	      101,600	    3.048,000	 17,000	100,000	3.050,000
	1521004	Mat	PTLMUMERGSEEX 17x100x3660 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	12	         17,000	      101,600	    3.657,600	 17,000	100,000	3.660,000
	1521005	Mat	PTLMUMERGSEEX 17x100x4270 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	14	         17,000	      101,600	    4.267,200	 17,000	100,000	4.270,000
	1521006	Mat	PTLMUMERGSEEX 17x100x4880 429	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	4	16	         17,000	      101,600	    4.876,800	 17,000	100,000	4.880,000
	1521007	Mat	PTLMUMERGSEEX 17x125x2440 312	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	5	8	         17,000	      127,000	    2.438,400	 17,000	125,000	2.440,000
	1521008	Mat	PTLMUMERGSEEX 17x125x3050 312	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	5	10	         17,000	      127,000	    3.048,000	 17,000	125,000	3.050,000
	1521009	Mat	PTLMUMERGSEEX 17x125x3660 312	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	5	12	         17,000	      127,000	    3.657,600	 17,000	125,000	3.660,000
	1521010	Mat	PTLMUMERGSEEX 17x125x4270 312	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	5	14	         17,000	      127,000	    4.267,200	 17,000	125,000	4.270,000
	1521011	Mat	PTLMUMERGSEEX 17x125x4880 312	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	5	16	         17,000	      127,000	    4.876,800	 17,000	125,000	4.880,000
	1521020	Mat	PTLMUMERGSEEX 17x145x2440 273	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	6	8	         17,000	      152,400	    2.438,400	 17,000	145,000	2.440,000
	1521021	Mat	PTLMUMERGSEEX 17x145x3050 273	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	6	10	         17,000	      152,400	    3.048,000	 17,000	145,000	3.050,000
	1521022	Mat	PTLMUMERGSEEX 17x145x3660 273	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	6	12	         17,000	      152,400	    3.657,600	 17,000	145,000	3.660,000
	1521023	Mat	PTLMUMERGSEEX 17x145x4270 273	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	6	14	         17,000	      152,400	    4.267,200	 17,000	145,000	4.270,000
	1521024	Mat	PTLMUMERGSEEX 17x145x4880 273	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	6	16	         17,000	      152,400	    4.876,800	 17,000	145,000	4.880,000
	1521025	Mat	PTLMUMERGSEEX 17x195x2440 195	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	8	8	         17,000	      203,200	    2.438,400	 17,000	195,000	2.440,000
	1521026	Mat	PTLMUMERGSEEX 17x195x3050 195	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	8	10	         17,000	      203,200	    3.048,000	 17,000	195,000	3.050,000
	1521027	Mat	PTLMUMERGSEEX 17x195x3660 195	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	8	12	         17,000	      203,200	    3.657,600	 17,000	195,000	3.660,000
	1521028	Mat	PTLMUMERGSEEX 17x195x4270 195	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	8	14	         17,000	      203,200	    4.267,200	 17,000	195,000	4.270,000
	1521029	Mat	PTLMUMERGSEEX 17x195x4880 195	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	8	16	         17,000	      203,200	    4.876,800	 17,000	195,000	4.880,000
	1521034	Mat	PTLMUCORGSEG1 17x152x3050 273	PM_ASERRADERO2	1	P	T	L	MU	CO	RG	SE	G1	2/3	6	10	         17,000	      152,400	    3.048,000	 17,000	152,000	3.050,000
	1521035	Mat	PTLMUMERGSEEX 17x152x3050 273	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2/3	6	10	         17,000	      152,400	    3.048,000	 17,000	152,000	3.050,000
	1521041	Mat	PTCMASTS4SEG1 1x6x8 104	PM_ASERRADERO2	1	P	T	C	MA	ST	S4	SE	G1	1	6	8	         25,400	      152,400	    2.438,400	 19,000	140,000	2.440,000
	1521042	Mat	PTCMASTS4SEG1 1x6x10 104	PM_ASERRADERO2	1	P	T	C	MA	ST	S4	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 19,000	140,000	3.050,000
	1521043	Mat	PTCMASTS4SEG1 1x6x12 104	PM_ASERRADERO2	1	P	T	C	MA	ST	S4	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 19,000	140,000	3.660,000
	1521044	Mat	PTCMASTS4SEG1 1x6x14 104	PM_ASERRADERO2	1	P	T	C	MA	ST	S4	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 19,000	140,000	4.270,000
	1521045	Mat	PTCMASTS4SEG1 1x6x16 104	PM_ASERRADERO2	1	P	T	C	MA	ST	S4	SE	G1	1	6	16	         25,400	      152,400	    4.876,800	 19,000	140,000	4.880,000
	1521060	Mat	PTLMUCOS4SEG1 36x111x4270 200	PM_ASERRADERO2	1	P	T	L	MU	CO	S4	SE	G1	1 1/2	5	14	         38,100	      127,000	    4.267,200	 36,000	111,000	4.270,000
	1521061	Mat	PTCMASTRGSEG1 2/3x8x8 195	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2/3	8	8	         17,780	      203,200	    2.438,400	 17,000	195,000	2.440,000
	1521062	Mat	PTCMASTRGSEG1 2/3x8x10 195	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2/3	8	10	         17,780	      203,200	    3.048,000	 17,000	195,000	3.050,000
	1521063	Mat	PTCMASTRGSEG1 2/3x8x12 195	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2/3	8	12	         17,780	      203,200	    3.657,600	 17,000	195,000	3.660,000
	1521064	Mat	PTCMASTRGSEG1 2/3x8x14 195	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2/3	8	14	         17,780	      203,200	    4.267,200	 17,000	195,000	4.270,000
	1521065	Mat	PTCMASTRGSEG1 2/3x8x16 195	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2/3	8	16	         17,780	      203,200	    4.876,800	 17,000	195,000	4.880,000
	1521067	Mat	PTCMAAERGSEEX 2/3x8x8 195	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	2/3	8	8	         17,780	      203,200	    2.438,400	 17,000	195,000	2.440,000
	1521068	Mat	PTCMAAERGSEEX 2/3x8x10 195	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	2/3	8	10	         17,780	      203,200	    3.048,000	 17,000	195,000	3.050,000
	1521069	Mat	PTCMAAERGSEEX 2/3x8x12 195	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	2/3	8	12	         17,780	      203,200	    3.657,600	 17,000	195,000	3.660,000
	1521070	Mat	PTLMUMERGSEEX 48x145x2440 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	8	         50,800	      152,400	    2.438,400	 48,000	145,000	2.440,000
	1521071	Mat	PTLMUMERGSEEX 48x145x3050 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	10	         50,800	      152,400	    3.048,000	 48,000	145,000	3.050,000
	1521072	Mat	PTLMUMERGSEEX 48x145x3660 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	12	         50,800	      152,400	    3.657,600	 48,000	145,000	3.660,000
	1521073	Mat	PTLMUMERGSEEX 48x145x4270 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	14	         50,800	      152,400	    4.267,200	 48,000	145,000	4.270,000
	1521074	Mat	PTLMUMERGSEEX 48x145x4880 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	16	         50,800	      152,400	    4.876,800	 48,000	145,000	4.880,000
	1521075	Mat	PTLMUMERGSEEX 48x145x2745 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	9	         50,800	      152,400	    2.743,200	 48,000	145,000	2.745,000
	1521076	Mat	PTLMUMERGSEEX 48x145x3355 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	11	         50,800	      152,400	    3.352,800	 48,000	145,000	3.355,000
	1521077	Mat	PTLMUMERGSEEX 48x145x3965 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	13	         50,800	      152,400	    3.962,400	 48,000	145,000	3.965,000
	1521078	Mat	PTLMUMERGSEEX 48x145x4575 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	15	         50,800	      152,400	    4.572,000	 48,000	145,000	4.575,000
	1521079	Mat	PTLMUMERGSEEX 48x152x2135 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	7	         50,800	      152,400	    2.133,600	 48,000	152,000	2.135,000
	1521080	Mat	PTLMUMERGSEEX 48x152x2440 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	8	         50,800	      152,400	    2.438,400	 48,000	152,000	2.440,000
	1521081	Mat	PTLMUMERGSEEX 48x152x2745 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	9	         50,800	      152,400	    2.743,200	 48,000	152,000	2.745,000
	1521082	Mat	PTLMUMERGSEEX 48x152x3050 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	10	         50,800	      152,400	    3.048,000	 48,000	152,000	3.050,000
	1521083	Mat	PTLMUMERGSEEX 48x152x3355 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	11	         50,800	      152,400	    3.352,800	 48,000	152,000	3.355,000
	1521084	Mat	PTLMUMERGSEEX 48x152x3660 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	12	         50,800	      152,400	    3.657,600	 48,000	152,000	3.660,000
	1521085	Mat	PTLMUMERGSEEX 48x152x3965 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	13	         50,800	      152,400	    3.962,400	 48,000	152,000	3.965,000
	1521086	Mat	PTLMUMERGSEEX 48x152x4270 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	14	         50,800	      152,400	    4.267,200	 48,000	152,000	4.270,000
	1521087	Mat	PTLMUMERGSEEX 48x152x4575 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	15	         50,800	      152,400	    4.572,000	 48,000	152,000	4.575,000
	1521088	Mat	PTLMUMERGSEEX 48x152x4880 98	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	6	16	         50,800	      152,400	    4.876,800	 48,000	152,000	4.880,000
	1521092	Mat	PTLMUMERGSEEX 48x195x2135 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	7	         50,800	      203,200	    2.133,600	 48,000	195,000	2.135,000
	1521093	Mat	PTLMUMERGSEEX 48x195x2440 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	8	         50,800	      203,200	    2.438,400	 48,000	195,000	2.440,000
	1521094	Mat	PTLMUMERGSEEX 48x195x2745 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	9	         50,800	      203,200	    2.743,200	 48,000	195,000	2.745,000
	1521095	Mat	PTLMUMERGSEEX 48x195x3050 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	10	         50,800	      203,200	    3.048,000	 48,000	195,000	3.050,000
	1521096	Mat	PTLMUMERGSEEX 48x195x3355 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	11	         50,800	      203,200	    3.352,800	 48,000	195,000	3.355,000
	1521097	Mat	PTLMUMERGSEEX 48x195x3660 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	12	         50,800	      203,200	    3.657,600	 48,000	195,000	3.660,000
	1521098	Mat	PTLMUMERGSEEX 48x195x3965 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	13	         50,800	      203,200	    3.962,400	 48,000	195,000	3.965,000
	1521099	Mat	PTLMUMERGSEEX 48x195x4270 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	14	         50,800	      203,200	    4.267,200	 48,000	195,000	4.270,000
	1521100	Mat	PTLMUMERGSEEX 48x195x4575 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	15	         50,800	      203,200	    4.572,000	 48,000	195,000	4.575,000
	1521101	Mat	PTLMUMERGSEEX 48x195x4880 70	PM_ASERRADERO2	1	P	T	L	MU	ME	RG	SE	EX	2	8	16	         50,800	      203,200	    4.876,800	 48,000	195,000	4.880,000
	1521104	Mat	PTCMASTRGSEG1 1 1/4x8x8 110	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1 1/4	8	8	         31,750	      203,200	    2.438,400	 31,000	195,000	2.440,000
	1521105	Mat	PTCMASTRGSEG1 1 1/4x8x10 110	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1 1/4	8	10	         31,750	      203,200	    3.048,000	 31,000	195,000	3.050,000
	1521106	Mat	PTCMASTRGSEG1 1 1/4x8x12 110	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1 1/4	8	12	         31,750	      203,200	    3.657,600	 31,000	195,000	3.660,000
	1521107	Mat	PTCMASTRGSEG1 1 1/4x8x14 110	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1 1/4	8	14	         31,750	      203,200	    4.267,200	 31,000	195,000	4.270,000
