Objeto;Denomin.;Tipo de madera;Familia;Terminación;Grado;Espesor;Ancho;Largo;CodAgrup;EspesorPPCalc;AnchoPPCalc;LargoPPCalc;RendVolCalc;CodigoPP;PrecodPP;Calidad;kerf;Denomin..1;RendGrado;Status;FamiliaPostiza;Escuadria
1515246;PTCMAENR4SEG2 2x8x16 75;C;MA;R4;G2;45.0;190.0;4880.0;1515246;50;200.0;4880.0;0.855;MA502004880;MA50200;G2 Standard Plus;;PTCMAENR4SEG2 2x8x16 75;;True;MA;MA 50x200
1515247;PTCMAENR4SEG2 3x8x12 50;C;MA;R4;G2;69.0;190.0;3660.0;1515247;75;200.0;3660.0;0.874;MA752003660;MA75200;G2 Standard Plus;;PTCMAENR4SEG2 3x8x12 50;;True;MA;MA 75x200
1515248;PTCMAENR4SEG2 3x8x14 50;C;MA;R4;G2;69.0;190.0;4270.0;1515248;75;200.0;4270.0;0.874;MA752004270;MA75200;G2 Standard Plus;;PTCMAENR4SEG2 3x8x14 50;;True;MA;MA 75x200
1515249;PTCMAENR4SEG2 3x8x16 50;C;MA;R4;G2;69.0;190.0;4880.0;1515249;75;200.0;4880.0;0.874;MA752004880;MA75200;G2 Standard Plus;;PTCMAENR4SEG2 3x8x16 50;;True;MA;MA 75x200
1515250;PTCMAENRGSEG2 3x6x8 63;C;MA;RGH;G2;75.0;150.0;2440.0;1515250;78;155.0;4880.0;0.9305210918114144;MA7815548808+8;MA78155;G2 Standard Plus;;PTCMAENRGSEG2 3x6x8 63;;True;MA;MA 78x155
1515251;PTCMAENRGSEG2 3x6x10 63;C;MA;RGH;G2;75.0;150.0;3050.0;1515251;78;155.0;3050.0;0.9305210918114144;MA781553050;MA78155;G2 Standard Plus;;PTCMAENRGSEG2 3x6x10 63;;True;MA;MA 78x155
1515252;PTCMAENRGSEG2 3x6x12 63;C;MA;RGH;G2;75.0;150.0;3660.0;1515252;78;155.0;3660.0;0.9305210918114144;MA781553660;MA78155;G2 Standard Plus;;PTCMAENRGSEG2 3x6x12 63;;True;MA;MA 78x155
1515253;PTCMAENRGSEG2 3x6x14 63;C;MA;RGH;G2;75.0;150.0;4270.0;1515253;78;155.0;4270.0;0.9305210918114144;MA781554270;MA78155;G2 Standard Plus;;PTCMAENRGSEG2 3x6x14 63;;True;MA;MA 78x155
1515254;PTCMAENRGSEG2 3x6x16 63;C;MA;RGH;G2;75.0;150.0;4880.0;1515254;78;155.0;4880.0;0.9305210918114144;MA781554880;MA78155;G2 Standard Plus;;PTCMAENRGSEG2 3x6x16 63;;True;MA;MA 78x155
1515255;PTCMAENS4SEG2 3x6x8 72;C;MA;S4;G2;76.0;147.0;2440.0;1515255;82;156.0;4880.0;0.873358348968105;MA8215648808+8;MA82156;G2 Standard Plus;;PTCMAENS4SEG2 3x6x8 72;;True;MA;MA 82x156
1515256;PTCMAENS4SEG2 3x6x10 72;C;MA;S4;G2;76.0;147.0;3050.0;1515256;82;156.0;3050.0;0.873358348968105;MA821563050;MA82156;G2 Standard Plus;;PTCMAENS4SEG2 3x6x10 72;;True;MA;MA 82x156
1515257;PTCMAENS4SEG2 3x6x12 72;C;MA;S4;G2;76.0;147.0;3660.0;1515257;82;156.0;3660.0;0.873358348968105;MA821563660;MA82156;G2 Standard Plus;;PTCMAENS4SEG2 3x6x12 72;;True;MA;MA 82x156
1515258;PTCMAENS4SEG2 3x6x14 72;C;MA;S4;G2;76.0;147.0;4270.0;1515258;82;156.0;4270.0;0.873358348968105;MA821564270;MA82156;G2 Standard Plus;;PTCMAENS4SEG2 3x6x14 72;;True;MA;MA 82x156
1515259;PTCMAENS4SEG2 3x6x16 72;C;MA;S4;G2;76.0;147.0;4880.0;1515259;82;156.0;4880.0;0.873358348968105;MA821564880;MA82156;G2 Standard Plus;;PTCMAENS4SEG2 3x6x16 72;;True;MA;MA 82x156
1515260;PTCMAENRGSEG2 3x6x8 63;C;MA;RGH;G2;79.0;145.0;2440.0;1515260;82;150.0;4880.0;0.9313008130081301;MA8215048808+8;MA82150;G2 Standard Plus;;PTCMAENRGSEG2 3x6x8 63;;True;MA;MA 82x150
1515261;PTCMAENRGSEG2 3x6x10 63;C;MA;RGH;G2;79.0;145.0;3050.0;1515261;82;150.0;3050.0;0.9313008130081301;MA821503050;MA82150;G2 Standard Plus;;PTCMAENRGSEG2 3x6x10 63;;True;MA;MA 82x150
1515262;PTCMAENRGSEG2 3x6x12 63;C;MA;RGH;G2;79.0;145.0;3660.0;1515262;82;150.0;3660.0;0.9313008130081301;MA821503660;MA82150;G2 Standard Plus;;PTCMAENRGSEG2 3x6x12 63;;True;MA;MA 82x150
1515263;PTCMAENRGSEG2 4x4x8 77;C;MA;RGH;G2;95.0;95.0;2440.0;1515263;98;98.0;4880.0;0.9397126197417742;MA989848808+8;MA9898;G2 Standard Plus;;PTCMAENRGSEG2 4x4x8 77;;True;MA;MA 98x98
1515264;PTCMAENRGSEG2 4x4x10 77;C;MA;RGH;G2;95.0;95.0;3050.0;1515264;98;98.0;3050.0;0.9397126197417742;MA98983050;MA9898;G2 Standard Plus;;PTCMAENRGSEG2 4x4x10 77;;True;MA;MA 98x98
1515265;PTCMAENRGSEG2 4x4x12 77;C;MA;RGH;G2;95.0;95.0;3660.0;1515265;98;98.0;3660.0;0.9397126197417742;MA98983660;MA9898;G2 Standard Plus;;PTCMAENRGSEG2 4x4x12 77;;True;MA;MA 98x98
1515266;PTCMAENRGSEG2 4x4x14 77;C;MA;RGH;G2;95.0;95.0;4270.0;1515266;98;98.0;4270.0;0.9397126197417742;MA98984270;MA9898;G2 Standard Plus;;PTCMAENRGSEG2 4x4x14 77;;True;MA;MA 98x98
1515267;PTCMAENRGSEG2 4x4x16 77;C;MA;RGH;G2;95.0;95.0;4880.0;1515267;98;98.0;4880.0;0.9397126197417742;MA98984880;MA9898;G2 Standard Plus;;PTCMAENRGSEG2 4x4x16 77;;True;MA;MA 98x98
1515268;PTCMAAES4SEEX 1 1/3x6x8 240;C;MA;S4;EX;33.0;140.0;2440.0;1515268;38;148.0;4880.0;0.8214793741109531;MA3814848808+8;MA38148;Excedente;;PTCMAAES4SEEX 1 1/3x6x8 240;;True;MA;MA 38x148
1515269;PTCMAAES4SEEX 1 1/3x6x10 240;C;MA;S4;EX;33.0;140.0;3050.0;1515269;38;148.0;3050.0;0.8214793741109531;MA381483050;MA38148;Excedente;;PTCMAAES4SEEX 1 1/3x6x10 240;;True;MA;MA 38x148
1515270;PTCMAAES4SEEX 1 1/3x6x12 240;C;MA;S4;EX;33.0;140.0;3660.0;1515270;38;148.0;3660.0;0.8214793741109531;MA381483660;MA38148;Excedente;;PTCMAAES4SEEX 1 1/3x6x12 240;;True;MA;MA 38x148
1515271;PTCMAAES4SEEX 1 1/3x6x14 240;C;MA;S4;EX;33.0;140.0;4270.0;1515271;38;148.0;4270.0;0.8214793741109531;MA381484270;MA38148;Excedente;;PTCMAAES4SEEX 1 1/3x6x14 240;;True;MA;MA 38x148
1515272;PTCMAAES4SEEX 1 1/3x6x16 240;C;MA;S4;EX;33.0;140.0;4880.0;1515272;38;148.0;4880.0;0.8214793741109531;MA381484880;MA38148;Excedente;;PTCMAAES4SEEX 1 1/3x6x16 240;;True;MA;MA 38x148
1515273;PTCMAAES4SEEX 1 1/3x8x8 180;C;MA;S4;EX;33.0;184.0;2440.0;1515273;38;194.0;4880.0;0.8236570808464461;MA3819448808+8;MA38194;Excedente;;PTCMAAES4SEEX 1 1/3x8x8 180;;True;MA;MA 38x194
1515274;PTCMAAES4SEEX 1 1/3x8x10 180;C;MA;S4;EX;33.0;184.0;3050.0;1515274;38;194.0;3050.0;0.8236570808464461;MA381943050;MA38194;Excedente;;PTCMAAES4SEEX 1 1/3x8x10 180;;True;MA;MA 38x194
1515275;PTCMAAES4SEEX 1 1/3x8x12 180;C;MA;S4;EX;33.0;184.0;3660.0;1515275;38;194.0;3660.0;0.8236570808464461;MA381943660;MA38194;Excedente;;PTCMAAES4SEEX 1 1/3x8x12 180;;True;MA;MA 38x194
1515276;PTCMAAES4SEEX 1 1/3x8x14 180;C;MA;S4;EX;33.0;184.0;4270.0;1515276;38;194.0;4270.0;0.8236570808464461;MA381944270;MA38194;Excedente;;PTCMAAES4SEEX 1 1/3x8x14 180;;True;MA;MA 38x194
1515277;PTCMAAES4SEEX 1 1/3x8x16 180;C;MA;S4;EX;33.0;184.0;4880.0;1515277;38;194.0;4880.0;0.8236570808464461;MA381944880;MA38194;Excedente;;PTCMAAES4SEEX 1 1/3x8x16 180;;True;MA;MA 38x194
1515278;PTCMAAES4SEEX 1x3x8 612;C;MA;S4;EX;19.0;65.0;2440.0;1515278;23;71.0;4880.0;0.7562767911818739;MA237148808+8;MA2371;Excedente;;PTCMAAES4SEEX 1x3x8 612;;True;MA;MA 23x71
1515279;PTCMAAES4SEEX 1x3x10 612;C;MA;S4;EX;19.0;65.0;3050.0;1515279;23;71.0;3050.0;0.7562767911818739;MA23713050;MA2371;Excedente;;PTCMAAES4SEEX 1x3x10 612;;True;MA;MA 23x71
1515280;PTCMAAES4SEEX 1x3x12 612;C;MA;S4;EX;19.0;65.0;3660.0;1515280;23;71.0;3660.0;0.7562767911818739;MA23713660;MA2371;Excedente;;PTCMAAES4SEEX 1x3x12 612;;True;MA;MA 23x71
1515281;PTCMAAES4SEEX 1x3x14 612;C;MA;S4;EX;19.0;65.0;4270.0;1515281;23;71.0;4270.0;0.7562767911818739;MA23714270;MA2371;Excedente;;PTCMAAES4SEEX 1x3x14 612;;True;MA;MA 23x71
1515282;PTCMAAES4SEEX 1x3x16 612;C;MA;S4;EX;19.0;65.0;4880.0;1515282;23;71.0;4880.0;0.7562767911818739;MA23714880;MA2371;Excedente;;PTCMAAES4SEEX 1x3x16 612;;True;MA;MA 23x71
1515283;PTCMAAES4SEEX 1x4x4 204;C;MA;S4;EX;19.0;89.0;1220.0;1515283;23;96.0;1220.0;0.7658514492753623;MA23961220;MA2396;Excedente;;PTCMAAES4SEEX 1x4x4 204;;True;MA;MA 23x96
1515284;PTCMAAES4SEEX 1x4x6 204;C;MA;S4;EX;19.0;89.0;1830.0;1515284;23;96.0;3660.0;0.7658514492753623;MA239636606+6;MA2396;Excedente;;PTCMAAES4SEEX 1x4x6 204;;True;MA;MA 23x96
1515285;PTCMAAES4SEEX 1x4x8 204;C;MA;S4;EX;19.0;89.0;2440.0;1515285;23;96.0;4880.0;0.7658514492753623;MA239648808+8;MA2396;Excedente;;PTCMAAES4SEEX 1x4x8 204;;True;MA;MA 23x96
1515286;PTCMAAES4SEEX 1x4x10 204;C;MA;S4;EX;19.0;89.0;3050.0;1515286;23;96.0;3050.0;0.7658514492753623;MA23963050;MA2396;Excedente;;PTCMAAES4SEEX 1x4x10 204;;True;MA;MA 23x96
1515287;PTCMAAES4SEEX 1x4x12 204;C;MA;S4;EX;19.0;89.0;3660.0;1515287;23;96.0;3660.0;0.7658514492753623;MA23963660;MA2396;Excedente;;PTCMAAES4SEEX 1x4x12 204;;True;MA;MA 23x96
1515288;PTCMAAES4SEEX 1x4x14 204;C;MA;S4;EX;19.0;89.0;4270.0;1515288;23;96.0;4270.0;0.7658514492753623;MA23964270;MA2396;Excedente;;PTCMAAES4SEEX 1x4x14 204;;True;MA;MA 23x96
1515289;PTCMAAES4SEEX 1x4x16 204;C;MA;S4;EX;19.0;89.0;4880.0;1515289;23;96.0;4880.0;0.7658514492753623;MA23964880;MA2396;Excedente;;PTCMAAES4SEEX 1x4x16 204;;True;MA;MA 23x96
1515290;PTCMAAES4SEEX 1x6x6 136;C;MA;S4;EX;19.0;140.0;1830.0;1515290;23;148.0;3660.0;0.781433607520564;MA2314836606+6;MA23148;Excedente;;PTCMAAES4SEEX 1x6x6 136;;True;MA;MA 23x148
1515291;PTCMAAES4SEEX 1x6x8 136;C;MA;S4;EX;19.0;140.0;2440.0;1515291;23;148.0;4880.0;0.781433607520564;MA2314848808+8;MA23148;Excedente;;PTCMAAES4SEEX 1x6x8 136;;True;MA;MA 23x148
1515292;PTCMAAES4SEEX 1x6x10 136;C;MA;S4;EX;19.0;140.0;3050.0;1515292;23;148.0;3050.0;0.781433607520564;MA231483050;MA23148;Excedente;;PTCMAAES4SEEX 1x6x10 136;;True;MA;MA 23x148
1515293;PTCMAAES4SEEX 1x6x12 136;C;MA;S4;EX;19.0;140.0;3660.0;1515293;23;148.0;3660.0;0.781433607520564;MA231483660;MA23148;Excedente;;PTCMAAES4SEEX 1x6x12 136;;True;MA;MA 23x148
1515294;PTCMAAES4SEEX 1x6x14 136;C;MA;S4;EX;19.0;140.0;4270.0;1515294;23;148.0;4270.0;0.781433607520564;MA231484270;MA23148;Excedente;;PTCMAAES4SEEX 1x6x14 136;;True;MA;MA 23x148
1515295;PTCMAAES4SEEX 1x6x16 136;C;MA;S4;EX;19.0;140.0;4880.0;1515295;23;148.0;4880.0;0.781433607520564;MA231484880;MA23148;Excedente;;PTCMAAES4SEEX 1x6x16 136;;True;MA;MA 23x148
1515296;PTCMAAES4SEEX 1x3x8 320;C;MA;S4;EX;19.0;65.0;2440.0;1515296;23;71.0;4880.0;0.7562767911818739;MA237148808+8;MA2371;Excedente;;PTCMAAES4SEEX 1x3x8 320;;True;MA;MA 23x71
1515297;PTCMAAES4SEEX 1x3x10 320;C;MA;S4;EX;19.0;65.0;3050.0;1515297;23;71.0;3050.0;0.7562767911818739;MA23713050;MA2371;Excedente;;PTCMAAES4SEEX 1x3x10 320;;True;MA;MA 23x71
1515298;PTCMAAES4SEEX 1x3x12 320;C;MA;S4;EX;19.0;65.0;3660.0;1515298;23;71.0;3660.0;0.7562767911818739;MA23713660;MA2371;Excedente;;PTCMAAES4SEEX 1x3x12 320;;True;MA;MA 23x71
1515299;PTCMAAES4SEEX 1x3x14 320;C;MA;S4;EX;19.0;65.0;4270.0;1515299;23;71.0;4270.0;0.7562767911818739;MA23714270;MA2371;Excedente;;PTCMAAES4SEEX 1x3x14 320;;True;MA;MA 23x71
1515300;PTCMAAES4SEEX 1x4x4 240;C;MA;S4;EX;19.0;89.0;1220.0;1515300;23;96.0;1220.0;0.7658514492753623;MA23961220;MA2396;Excedente;;PTCMAAES4SEEX 1x4x4 240;;True;MA;MA 23x96
1515301;PTCMAAES4SEEX 1x4x6 240;C;MA;S4;EX;19.0;89.0;1830.0;1515301;23;96.0;3660.0;0.7658514492753623;MA239636606+6;MA2396;Excedente;;PTCMAAES4SEEX 1x4x6 240;;True;MA;MA 23x96
1515302;PTCMAAES4SEEX 1x4x8 240;C;MA;S4;EX;19.0;89.0;2440.0;1515302;23;96.0;4880.0;0.7658514492753623;MA239648808+8;MA2396;Excedente;;PTCMAAES4SEEX 1x4x8 240;;True;MA;MA 23x96
1515303;PTCMAAES4SEEX 1x4x10 240;C;MA;S4;EX;19.0;89.0;3050.0;1515303;23;96.0;3050.0;0.7658514492753623;MA23963050;MA2396;Excedente;;PTCMAAES4SEEX 1x4x10 240;;True;MA;MA 23x96
1515304;PTCMAAES4SEEX 1x4x12 240;C;MA;S4;EX;19.0;89.0;3660.0;1515304;23;96.0;3660.0;0.7658514492753623;MA23963660;MA2396;Excedente;;PTCMAAES4SEEX 1x4x12 240;;True;MA;MA 23x96
1515305;PTCMAAES4SEEX 1x4x14 240;C;MA;S4;EX;19.0;89.0;4270.0;1515305;23;96.0;4270.0;0.7658514492753623;MA23964270;MA2396;Excedente;;PTCMAAES4SEEX 1x4x14 240;;True;MA;MA 23x96
1515306;PTCMAAES4SEEX 1x4x16 240;C;MA;S4;EX;19.0;89.0;4880.0;1515306;23;96.0;4880.0;0.7658514492753623;MA23964880;MA2396;Excedente;;PTCMAAES4SEEX 1x4x16 240;;True;MA;MA 23x96
1515307;PTCMAAES4SEEX 1x6x6 160;C;MA;S4;EX;19.0;140.0;1830.0;1515307;23;148.0;3660.0;0.781433607520564;MA2314836606+6;MA23148;Excedente;;PTCMAAES4SEEX 1x6x6 160;;True;MA;MA 23x148
1515308;PTCMAAES4SEEX 1x6x8 160;C;MA;S4;EX;19.0;140.0;2440.0;1515308;23;148.0;4880.0;0.781433607520564;MA2314848808+8;MA23148;Excedente;;PTCMAAES4SEEX 1x6x8 160;;True;MA;MA 23x148
1515309;PTCMAAES4SEEX 1x6x10 160;C;MA;S4;EX;19.0;140.0;3050.0;1515309;23;148.0;3050.0;0.781433607520564;MA231483050;MA23148;Excedente;;PTCMAAES4SEEX 1x6x10 160;;True;MA;MA 23x148
1515310;PTCMAAES4SEEX 1x6x12 160;C;MA;S4;EX;19.0;140.0;3660.0;1515310;23;148.0;3660.0;0.781433607520564;MA231483660;MA23148;Excedente;;PTCMAAES4SEEX 1x6x12 160;;True;MA;MA 23x148
1515311;PTCMAAES4SEEX 1x6x14 160;C;MA;S4;EX;19.0;140.0;4270.0;1515311;23;148.0;4270.0;0.781433607520564;MA231484270;MA23148;Excedente;;PTCMAAES4SEEX 1x6x14 160;;True;MA;MA 23x148
1515312;PTCMAAES4SEEX 1x6x16 160;C;MA;S4;EX;19.0;140.0;4880.0;1515312;23;148.0;4880.0;0.781433607520564;MA231484880;MA23148;Excedente;;PTCMAAES4SEEX 1x6x16 160;;True;MA;MA 23x148
1515313;PTCMAAES4SEEX 1x6x6 104;C;MA;S4;EX;19.0;140.0;1830.0;1515313;23;148.0;3660.0;0.781433607520564;MA2314836606+6;MA23148;Excedente;;PTCMAAES4SEEX 1x6x6 104;;True;MA;MA 23x148
1515314;PTCMAAES4SEEX 1x6x8 104;C;MA;S4;EX;19.0;140.0;2440.0;1515314;23;148.0;4880.0;0.781433607520564;MA2314848808+8;MA23148;Excedente;;PTCMAAES4SEEX 1x6x8 104;;True;MA;MA 23x148
1515315;PTCMAAES4SEEX 1x6x10 104;C;MA;S4;EX;19.0;140.0;3050.0;1515315;23;148.0;3050.0;0.781433607520564;MA231483050;MA23148;Excedente;;PTCMAAES4SEEX 1x6x10 104;;True;MA;MA 23x148
1515316;PTCMAAES4SEEX 1x6x12 104;C;MA;S4;EX;19.0;140.0;3660.0;1515316;23;148.0;3660.0;0.781433607520564;MA231483660;MA23148;Excedente;;PTCMAAES4SEEX 1x6x12 104;;True;MA;MA 23x148
1515317;PTCMAAES4SEEX 1x6x14 104;C;MA;S4;EX;19.0;140.0;4270.0;1515317;23;148.0;4270.0;0.781433607520564;MA231484270;MA23148;Excedente;;PTCMAAES4SEEX 1x6x14 104;;True;MA;MA 23x148
1515318;PTCMAAES4SEEX 1x6x16 104;C;MA;S4;EX;19.0;140.0;4880.0;1515318;23;148.0;4880.0;0.781433607520564;MA231484880;MA23148;Excedente;;PTCMAAES4SEEX 1x6x16 104;;True;MA;MA 23x148
1515319;PTCMAAERGSEEX 1x6x16 189;C;MA;RGH;EX;25.0;152.0;4880.0;1515319;26;157.0;4880.0;0.9309162175404213;MA261574880;MA26157;Excedente;;PTCMAAERGSEEX 1x6x16 189;;True;MA;MA 26x157
1515320;PTCMAAERGSEEX 1x6x14 189;C;MA;RGH;EX;25.0;152.0;4270.0;1515320;26;157.0;4270.0;0.9309162175404213;MA261574270;MA26157;Excedente;;PTCMAAERGSEEX 1x6x14 189;;True;MA;MA 26x157
1515321;PTCMAAERGSEEX 1x6x12 189;C;MA;RGH;EX;25.0;152.0;3660.0;1515321;26;157.0;3660.0;0.9309162175404213;MA261573660;MA26157;Excedente;;PTCMAAERGSEEX 1x6x12 189;;True;MA;MA 26x157
1515322;PTCMAAERGSEEX 1x6x10 189;C;MA;RGH;EX;25.0;152.0;3050.0;1515322;26;157.0;3050.0;0.9309162175404213;MA261573050;MA26157;Excedente;;PTCMAAERGSEEX 1x6x10 189;;True;MA;MA 26x157
1515323;PTCMAAERGSEEX 1x6x8 189;C;MA;RGH;EX;25.0;152.0;2440.0;1515323;26;157.0;4880.0;0.9309162175404213;MA2615748808+8;MA26157;Excedente;;PTCMAAERGSEEX 1x6x8 189;;True;MA;MA 26x157
1515324;PTCMAAER4SEEX 2x4x4 228;C;MA;R4;EX;38.0;89.0;1220.0;1515324;43;96.0;1220.0;0.8192829457364341;MA43961220;MA4396;Excedente;;PTCMAAER4SEEX 2x4x4 228;;True;MA;MA 43x96
1515325;PTCMAAER4SEEX 2x4x6 228;C;MA;R4;EX;38.0;89.0;1830.0;1515325;43;96.0;3660.0;0.8192829457364341;MA439636606+6;MA4396;Excedente;;PTCMAAER4SEEX 2x4x6 228;;True;MA;MA 43x96
1515326;PTCMAAER4SEEX 2x4x7 228;C;MA;R4;EX;38.0;89.0;2135.0;1515326;43;96.0;2135.0;0.8192829457364341;MA43962135;MA4396;Excedente;;PTCMAAER4SEEX 2x4x7 228;;True;MA;MA 43x96
1515327;PTCMAAER4SEEX 2x4x8 192;C;MA;R4;EX;38.0;89.0;2440.0;1515327;43;96.0;4880.0;0.8192829457364341;MA439648808+8;MA4396;Excedente;;PTCMAAER4SEEX 2x4x8 192;;True;MA;MA 43x96
1515328;PTCMAAER4SEEX 2x4x10 228;C;MA;R4;EX;38.0;89.0;3050.0;1515328;43;96.0;3050.0;0.8192829457364341;MA43963050;MA4396;Excedente;;PTCMAAER4SEEX 2x4x10 228;;True;MA;MA 43x96
1515329;PTCMAAER4SEEX 2x4x12 192;C;MA;R4;EX;38.0;89.0;3660.0;1515329;43;96.0;3660.0;0.8192829457364341;MA43963660;MA4396;Excedente;;PTCMAAER4SEEX 2x4x12 192;;True;MA;MA 43x96
1515330;PTCMAAER4SEEX 2x4x14 228;C;MA;R4;EX;38.0;89.0;4270.0;1515330;43;96.0;4270.0;0.8192829457364341;MA43964270;MA4396;Excedente;;PTCMAAER4SEEX 2x4x14 228;;True;MA;MA 43x96
1515331;PTCMAAER4SEEX 2x4x16 192;C;MA;R4;EX;38.0;89.0;4880.0;1515331;43;96.0;4880.0;0.8192829457364341;MA43964880;MA4396;Excedente;;PTCMAAER4SEEX 2x4x16 192;;True;MA;MA 43x96
1515332;PTCMAAER4SEEX 2x6x4 128;C;MA;R4;EX;38.0;140.0;1220.0;1515332;43;148.0;1220.0;0.8359522313010685;MA431481220;MA43148;Excedente;;PTCMAAER4SEEX 2x6x4 128;;True;MA;MA 43x148
1515333;PTCMAAER4SEEX 2x6x7 128;C;MA;R4;EX;38.0;140.0;2135.0;1515333;43;148.0;2135.0;0.8359522313010685;MA431482135;MA43148;Excedente;;PTCMAAER4SEEX 2x6x7 128;;True;MA;MA 43x148
1515334;PTCMAAER4SEEX 2x6x8 128;C;MA;R4;EX;38.0;140.0;2440.0;1515334;43;148.0;4880.0;0.8359522313010685;MA4314848808+8;MA43148;Excedente;;PTCMAAER4SEEX 2x6x8 128;;True;MA;MA 43x148
1515335;PTCMAAER4SEEX 2x6x10 128;C;MA;R4;EX;38.0;140.0;3050.0;1515335;43;148.0;3050.0;0.8359522313010685;MA431483050;MA43148;Excedente;;PTCMAAER4SEEX 2x6x10 128;;True;MA;MA 43x148
1515336;PTCMAAER4SEEX 2x6x12 128;C;MA;R4;EX;38.0;140.0;3660.0;1515336;43;148.0;3660.0;0.8359522313010685;MA431483660;MA43148;Excedente;;PTCMAAER4SEEX 2x6x12 128;;True;MA;MA 43x148
1515337;PTCMAAER4SEEX 2x6x14 128;C;MA;R4;EX;38.0;140.0;4270.0;1515337;43;148.0;4270.0;0.8359522313010685;MA431484270;MA43148;Excedente;;PTCMAAER4SEEX 2x6x14 128;;True;MA;MA 43x148
1515338;PTCMAAER4SEEX 2x6x16 128;C;MA;R4;EX;38.0;140.0;4880.0;1515338;43;148.0;4880.0;0.8359522313010685;MA431484880;MA43148;Excedente;;PTCMAAER4SEEX 2x6x16 128;;True;MA;MA 43x148
1515339;PTCMAAER4SEEX 2x8x7 96;C;MA;R4;EX;38.0;184.0;2135.0;1515339;43;194.0;2135.0;0.8381683049628387;MA431942135;MA43194;Excedente;;PTCMAAER4SEEX 2x8x7 96;;True;MA;MA 43x194
1515340;PTCMAAER4SEEX 2x8x8 96;C;MA;R4;EX;38.0;184.0;2440.0;1515340;43;194.0;4880.0;0.8381683049628387;MA4319448808+8;MA43194;Excedente;;PTCMAAER4SEEX 2x8x8 96;;True;MA;MA 43x194
1515341;PTCMAAER4SEEX 2x8x10 96;C;MA;R4;EX;38.0;184.0;3050.0;1515341;43;194.0;3050.0;0.8381683049628387;MA431943050;MA43194;Excedente;;PTCMAAER4SEEX 2x8x10 96;;True;MA;MA 43x194
1515342;PTCMAAER4SEEX 2x8x12 96;C;MA;R4;EX;38.0;184.0;3660.0;1515342;43;194.0;3660.0;0.8381683049628387;MA431943660;MA43194;Excedente;;PTCMAAER4SEEX 2x8x12 96;;True;MA;MA 43x194
1515343;PTCMAAER4SEEX 2x8x14 96;C;MA;R4;EX;38.0;184.0;4270.0;1515343;43;194.0;4270.0;0.8381683049628387;MA431944270;MA43194;Excedente;;PTCMAAER4SEEX 2x8x14 96;;True;MA;MA 43x194
1515344;PTCMAAER4SEEX 2x8x16 96;C;MA;R4;EX;38.0;184.0;4880.0;1515344;43;194.0;4880.0;0.8381683049628387;MA431944880;MA43194;Excedente;;PTCMAAER4SEEX 2x8x16 96;;True;MA;MA 43x194
1515345;PTCMAAES4SEEX 1x10x8 144;C;MA;S4;EX;19.0;235.0;2440.0;1515345;23;247.0;4880.0;0.7859531772575251;MA2324748808+8;MA23247;Excedente;;PTCMAAES4SEEX 1x10x8 144;;True;MA;MA 23x247
1515346;PTCMAAES4SEEX 1x10x10 144;C;MA;S4;EX;19.0;235.0;3050.0;1515346;23;247.0;3050.0;0.7859531772575251;MA232473050;MA23247;Excedente;;PTCMAAES4SEEX 1x10x10 144;;True;MA;MA 23x247
1515347;PTCMAAES4SEEX 1x10x12 144;C;MA;S4;EX;19.0;235.0;3660.0;1515347;23;247.0;3660.0;0.7859531772575251;MA232473660;MA23247;Excedente;;PTCMAAES4SEEX 1x10x12 144;;True;MA;MA 23x247
1515348;PTCMAAES4SEEX 1x10x14 144;C;MA;S4;EX;19.0;235.0;4270.0;1515348;23;247.0;4270.0;0.7859531772575251;MA232474270;MA23247;Excedente;;PTCMAAES4SEEX 1x10x14 144;;True;MA;MA 23x247
1515349;PTCMAAES4SEEX 1x10x16 144;C;MA;S4;EX;19.0;235.0;4880.0;1515349;23;247.0;4880.0;0.7859531772575251;MA232474880;MA23247;Excedente;;PTCMAAES4SEEX 1x10x16 144;;True;MA;MA 23x247
1515350;PTCMAAES2SEEX 1x6x8 252;C;MA;S2;EX;19.0;145.0;2440.0;1515350;23;154.0;4880.0;0.7778091473743648;MA2315448808+8;MA23154;Excedente;;PTCMAAES2SEEX 1x6x8 252;;True;MA;MA 23x154
1515351;PTCMAAES2SEEX 1x6x10 252;C;MA;S2;EX;19.0;145.0;3050.0;1515351;23;154.0;3050.0;0.7778091473743648;MA231543050;MA23154;Excedente;;PTCMAAES2SEEX 1x6x10 252;;True;MA;MA 23x154
1515352;PTCMAAES2SEEX 1x6x12 252;C;MA;S2;EX;19.0;145.0;3660.0;1515352;23;154.0;3660.0;0.7778091473743648;MA231543660;MA23154;Excedente;;PTCMAAES2SEEX 1x6x12 252;;True;MA;MA 23x154
1515353;PTCMAAES2SEEX 1x6x14 252;C;MA;S2;EX;19.0;145.0;4270.0;1515353;23;154.0;4270.0;0.7778091473743648;MA231544270;MA23154;Excedente;;PTCMAAES2SEEX 1x6x14 252;;True;MA;MA 23x154
1515354;PTCMAAES2SEEX 1x6x16 252;C;MA;S2;EX;19.0;145.0;4880.0;1515354;23;154.0;4880.0;0.7778091473743648;MA231544880;MA23154;Excedente;;PTCMAAES2SEEX 1x6x16 252;;True;MA;MA 23x154
