Objeto;Denomin.;Familia;Espesor;Ancho;kerf;PrecodPP;Escuadria;Status
1207988;PPLMUPRRGSESD 18x157xRL;MU;18.0;157.0;;MU18;MU 18x157;True
1207989;PPLMUPRRGVESD 18x202xRL;MU;18.0;202.0;;MU18;MU 18x202;True
1207990;PPLMUPRRGSESD 18x202xRL;MU;18.0;202.0;;MU18;MU 18x202;True
1208151;PPLMUPRRGVESD 46x98xRL;MU;46.0;98.0;;MU46;MU 46x98;True
1208152;PPLMUPRRGSESD 46x98xRL;MU;46.0;98.0;;MU46;MU 46x98;True
1208164;PPLMUPRRGVESD 38x140xRL;MU;38.0;140.0;;MU38;MU 38x140;True
1208165;PPLMUPRRGSESD 38x140xRL;MU;38.0;140.0;;MU38;MU 38x140;True
1208202;PPLMUPRRGVESD 23x89xRL;MU;23.0;89.0;;MU23;MU 23x89;True
1208203;PPLMUPRRGSESD 23x89xRL;MU;23.0;89.0;;MU23;MU 23x89;True
1208206;PPLMUPRRGVESD 29x89xRL;MU;29.0;89.0;;MU29;MU 29x89;True
1208207;PPLMUPRRGSESD 29x89xRL;MU;29.0;89.0;;MU29;MU 29x89;True
1208256;PPLMUPRRGVESD 18x98xRL;MU;18.0;98.0;;MU18;MU 18x98;True
1208258;PPLMUPRRGSESD 18x98xRL;MU;18.0;98.0;;MU18;MU 18x98;True
1208326;PPLMUPRRGVESD 18x130xRL;MU;18.0;130.0;;MU18;MU 18x130;True
1208327;PPLMUPRRGVESD 18x151xRL;MU;18.0;151.0;;MU18;MU 18x151;True
1208328;PPLMUPRRGVESD 18x158xRL;MU;18.0;158.0;;MU18;MU 18x158;True
1208329;PPLMUPRRGVESD 18x203xRL;MU;18.0;203.0;;MU18;MU 18x203;True
1208337;PPLMUPRRGVESD 21x130xRL;MU;21.0;130.0;;MU21;MU 21x130;True
1208338;PPLMUPRRGVESD 21x149xRL;MU;21.0;149.0;;MU21;MU 21x149;True
1208339;PPLMUPRRGVESD 21x151xRL;MU;21.0;151.0;;MU21;MU 21x151;True
1208340;PPLMUPRRGVESD 21x203xRL;MU;21.0;203.0;;MU21;MU 21x203;True
1208341;PPLMUPRRGVESD 21x158xRL;MU;21.0;158.0;;MU21;MU 21x158;True
1208346;PPLMUPRRGVESD 23x130xRL;MU;23.0;130.0;;MU23;MU 23x130;True
1208347;PPLMUPRRGVESD 23x151xRL;MU;23.0;151.0;;MU23;MU 23x151;True
1208348;PPLMUPRRGVESD 23x203xRL;MU;23.0;203.0;;MU23;MU 23x203;True
1208349;PPLMUPRRGVESD 23x149xRL;MU;23.0;149.0;;MU23;MU 23x149;True
1208350;PPLMUPRRGVESD 23x158xRL;MU;23.0;158.0;;MU23;MU 23x158;True
1208356;PPLMUPRRGVESD 26x130xRL;MU;26.0;130.0;;MU26;MU 26x130;True
1208357;PPLMUPRRGVESD 26x151xRL;MU;26.0;151.0;;MU26;MU 26x151;True
1208358;PPLMUPRRGVESD 26x203xRL;MU;26.0;203.0;;MU26;MU 26x203;True
1208359;PPLMUPRRGVESD 26x149xRL;MU;26.0;149.0;;MU26;MU 26x149;True
1208360;PPLMUPRRGVESD 26x158xRL;MU;26.0;158.0;;MU26;MU 26x158;True
1208363;PPLMUPRRGVESD 29x130xRL;MU;29.0;130.0;;MU29;MU 29x130;True
1208364;PPLMUPRRGVESD 29x151xRL;MU;29.0;151.0;;MU29;MU 29x151;True
1208365;PPLMUPRRGVESD 29x203xRL;MU;29.0;203.0;;MU29;MU 29x203;True
1208366;PPLMUPRRGVESD 29x158xRL;MU;29.0;158.0;;MU29;MU 29x158;True
1208367;PPLMUPRRGVESD 33x130xRL;MU;33.0;130.0;;MU33;MU 33x130;True
1208368;PPLMUPRRGVESD 33x149xRL;MU;33.0;149.0;;MU33;MU 33x149;True
1208369;PPLMUPRRGVESD 33x151xRL;MU;33.0;151.0;;MU33;MU 33x151;True
1208370;PPLMUPRRGVESD 33x203xRL;MU;33.0;203.0;;MU33;MU 33x203;True
1208371;PPLMUPRRGVESD 33x158xRL;MU;33.0;158.0;;MU33;MU 33x158;True
1208372;PPLMUPRRGVESD 37x77xRL;MU;37.0;77.0;;MU37;MU 37x77;True
1208373;PPLMUPRRGVESD 37x95xRL;MU;37.0;95.0;;MU37;MU 37x95;True
1208374;PPLMUPRRGVESD 37x98xRL;MU;37.0;98.0;;MU37;MU 37x98;True
1208375;PPLMUPRRGVESD 37x104xRL;MU;37.0;104.0;;MU37;MU 37x104;True
1208376;PPLMUPRRGVESD 37x130xRL;MU;37.0;130.0;;MU37;MU 37x130;True
1208377;PPLMUPRRGVESD 37x149xRL;MU;37.0;149.0;;MU37;MU 37x149;True
1208378;PPLMUPRRGVESD 37x151xRL;MU;37.0;151.0;;MU37;MU 37x151;True
1208379;PPLMUPRRGVESD 37x203xRL;MU;37.0;203.0;;MU37;MU 37x203;True
1208380;PPLMUPRRGVESD 37x155xRL;MU;37.0;155.0;;MU37;MU 37x155;True
1208381;PPLMUPRRGVESD 37x158xRL;MU;37.0;158.0;;MU37;MU 37x158;True
1208382;PPLMUPRRGVESD 37x118xRL;MU;37.0;118.0;;MU37;MU 37x118;True
1208383;PPLMUPRRGVESD 37x145xRL;MU;37.0;145.0;;MU37;MU 37x145;True
1208386;PPLMUPRRGVESD 37x140xRL;MU;37.0;140.0;;MU37;MU 37x140;True
1208393;PPLMUPRRGVESD 46x130xRL;MU;46.0;130.0;;MU46;MU 46x130;True
1208394;PPLMUPRRGVESD 46x151xRL;MU;46.0;151.0;;MU46;MU 46x151;True
1208395;PPLMUPRRGVESD 46x158xRL;MU;46.0;158.0;;MU46;MU 46x158;True
1208396;PPLMUPRRGVESD 46x203xRL;MU;46.0;203.0;;MU46;MU 46x203;True
1208398;PPLMUPRRGVESD 50x203xRL;MU;50.0;203.0;;MU50;MU 50x203;True
1208399;PPLMUPRRGVESD 50x130xRL;MU;50.0;130.0;;MU50;MU 50x130;True
1208400;PPLMUPRRGVESD 50x149xRL;MU;50.0;149.0;;MU50;MU 50x149;True
1208401;PPLMUPRRGVESD 50x151xRL;MU;50.0;151.0;;MU50;MU 50x151;True
1208403;PPLMUPRRGVESD 50x158xRL;MU;50.0;158.0;;MU50;MU 50x158;True
1208410;PPLMUPRRGSESD 18x130xRL;MU;18.0;130.0;;MU18;MU 18x130;True
1208411;PPLMUPRRGSESD 18x151xRL;MU;18.0;151.0;;MU18;MU 18x151;True
1208412;PPLMUPRRGSESD 18x158xRL;MU;18.0;158.0;;MU18;MU 18x158;True
1208413;PPLMUPRRGSESD 18x203xRL;MU;18.0;203.0;;MU18;MU 18x203;True
1208421;PPLMUPRRGSESD 21x130xRL;MU;21.0;130.0;;MU21;MU 21x130;True
1208422;PPLMUPRRGSESD 21x149xRL;MU;21.0;149.0;;MU21;MU 21x149;True
1208423;PPLMUPRRGSESD 21x151xRL;MU;21.0;151.0;;MU21;MU 21x151;True
1208424;PPLMUPRRGSESD 21x203xRL;MU;21.0;203.0;;MU21;MU 21x203;True
1208425;PPLMUPRRGSESD 21x158xRL;MU;21.0;158.0;;MU21;MU 21x158;True
1208430;PPLMUPRRGSESD 23x130xRL;MU;23.0;130.0;;MU23;MU 23x130;True
1208431;PPLMUPRRGSESD 23x151xRL;MU;23.0;151.0;;MU23;MU 23x151;True
1208432;PPLMUPRRGSESD 23x203xRL;MU;23.0;203.0;;MU23;MU 23x203;True
1208433;PPLMUPRRGSESD 23x158xRL;MU;23.0;158.0;;MU23;MU 23x158;True
1208434;PPLMUPRRGSESD 23x149xRL;MU;23.0;149.0;;MU23;MU 23x149;True
1208440;PPLMUPRRGSESD 26x130xRL;MU;26.0;130.0;;MU26;MU 26x130;True
1208441;PPLMUPRRGSESD 26x151xRL;MU;26.0;151.0;;MU26;MU 26x151;True
1208442;PPLMUPRRGSESD 26x203xRL;MU;26.0;203.0;;MU26;MU 26x203;True
1208443;PPLMUPRRGSESD 26x149xRL;MU;26.0;149.0;;MU26;MU 26x149;True
1208444;PPLMUPRRGSESD 26x158xRL;MU;26.0;158.0;;MU26;MU 26x158;True
1208447;PPLMUPRRGSESD 29x130xRL;MU;29.0;130.0;;MU29;MU 29x130;True
1208448;PPLMUPRRGSESD 29x151xRL;MU;29.0;151.0;;MU29;MU 29x151;True
1208449;PPLMUPRRGSESD 29x203xRL;MU;29.0;203.0;;MU29;MU 29x203;True
1208450;PPLMUPRRGSESD 29x158xRL;MU;29.0;158.0;;MU29;MU 29x158;True
1208451;PPLMUPRRGSESD 33x130xRL;MU;33.0;130.0;;MU33;MU 33x130;True
1208452;PPLMUPRRGSESD 33x149xRL;MU;33.0;149.0;;MU33;MU 33x149;True
1208453;PPLMUPRRGSESD 33x151xRL;MU;33.0;151.0;;MU33;MU 33x151;True
1208454;PPLMUPRRGSESD 33x203xRL;MU;33.0;203.0;;MU33;MU 33x203;True
1208455;PPLMUPRRGSESD 33x158xRL;MU;33.0;158.0;;MU33;MU 33x158;True
1208456;PPLMUPRRGSESD 37x77xRL;MU;37.0;77.0;;MU37;MU 37x77;True
1208457;PPLMUPRRGSESD 37x95xRL;MU;37.0;95.0;;MU37;MU 37x95;True
1208458;PPLMUPRRGSESD 37x98xRL;MU;37.0;98.0;;MU37;MU 37x98;True
1208459;PPLMUPRRGSESD 37x104xRL;MU;37.0;104.0;;MU37;MU 37x104;True
1208460;PPLMUPRRGSESD 37x130xRL;MU;37.0;130.0;;MU37;MU 37x130;True
1208461;PPLMUPRRGSESD 37x149xRL;MU;37.0;149.0;;MU37;MU 37x149;True
1208462;PPLMUPRRGSESD 37x151xRL;MU;37.0;151.0;;MU37;MU 37x151;True
1208463;PPLMUPRRGSESD 37x203xRL;MU;37.0;203.0;;MU37;MU 37x203;True
1208464;PPLMUPRRGSESD 37x155xRL;MU;37.0;155.0;;MU37;MU 37x155;True
1208465;PPLMUPRRGSESD 37x158xRL;MU;37.0;158.0;;MU37;MU 37x158;True
1208466;PPLMUPRRGSESD 37x118xRL;MU;37.0;118.0;;MU37;MU 37x118;True
1208467;PPLMUPRRGSESD 37x145RL;MU;37.0;145.0;;MU37;MU 37x145;True
1208470;PPLMUPRRGSESD 37x140xRL;MU;37.0;140.0;;MU37;MU 37x140;True
1208478;PPLMUPRRGSESD 46x130xRL;MU;46.0;130.0;;MU46;MU 46x130;True
1208479;PPLMUPRRGSESD 46x151xRL;MU;46.0;151.0;;MU46;MU 46x151;True
1208480;PPLMUPRRGSESD 46x158xRL;MU;46.0;158.0;;MU46;MU 46x158;True
1208481;PPLMUPRRGSESD 46x203xRL;MU;46.0;203.0;;MU46;MU 46x203;True
1208492;PPLMUPRRGSESD 50x203xRL;MU;50.0;203.0;;MU50;MU 50x203;True
1208493;PPLMUPRRGSESD 50x130xRL;MU;50.0;130.0;;MU50;MU 50x130;True
1208494;PPLMUPRRGSESD 50x149xRL;MU;50.0;149.0;;MU50;MU 50x149;True
1208495;PPLMUPRRGSESD 50x151xRL;MU;50.0;151.0;;MU50;MU 50x151;True
1208497;PPLMUPRRGSESD 50x158xRL;MU;50.0;158.0;;MU50;MU 50x158;True
1208637;PPLMUPRRGVESD 35x77xRL;MU;35.0;77.0;;MU35;MU 35x77;True
1208638;PPLMUPRRGSESD 35x77xRL;MU;35.0;77.0;;MU35;MU 35x77;True
1208639;PPLMUPRRGVESD 35x104xRL;MU;35.0;104.0;;MU35;MU 35x104;True
1208640;PPLMUPRRGSESD 35x104xRL;MU;35.0;104.0;;MU35;MU 35x104;True
1208641;PPLMUPRRGVESD 35x130xRL;MU;35.0;130.0;;MU35;MU 35x130;True
1208642;PPLMUPRRGSESD 35x130xRL;MU;35.0;130.0;;MU35;MU 35x130;True
1208682;PPLMUPRRGVESD 40x158xRL;MU;40.0;158.0;;MU40;MU 40x158;True
1208683;PPLMUPRRGSESD 40x158xRL;MU;40.0;158.0;;MU40;MU 40x158;True
1208684;PPLMUPRRGVESD 40x130xRL;MU;40.0;130.0;;MU40;MU 40x130;True
1208685;PPLMUPRRGSESD 40x130xRL;MU;40.0;130.0;;MU40;MU 40x130;True
1208686;PPLMUPRRGVESD 40x104xRL;MU;40.0;104.0;;MU40;MU 40x104;True
1208687;PPLMUPRRGSESD 40x104xRL;MU;40.0;104.0;;MU40;MU 40x104;True
1208741;PPLMUPRRGVESD 40x151xRL;MU;40.0;151.0;;MU40;MU 40x151;True
1208742;PPLMUPRRGSESD 40x151xRL;MU;40.0;151.0;;MU40;MU 40x151;True
1208743;PPLMUPRRGVESD 40x203xRL;MU;40.0;203.0;;MU40;MU 40x203;True
1208744;PPLMUPRRGSESD 40x203xRL;MU;40.0;203.0;;MU40;MU 40x203;True
1208774;PPLMUPRRGVESD 23x146xRL;MU;23.0;146.0;;MU23;MU 23x146;True
1208775;PPLMUPRRGSESD 23x146xRL;MU;23.0;146.0;;MU23;MU 23x146;True
1208776;PPLMUPRRGVESD 50x146xRL;MU;50.0;146.0;;MU50;MU 50x146;True
1208777;PPLMUPRRGSESD 50x146xRL;MU;50.0;146.0;;MU50;MU 50x146;True
1208781;PPLMUPRRGVESD 33x140xRL;MU;33.0;140.0;;MU33;MU 33x140;True
1208782;PPLMUPRRGSESD 33x140xRL;MU;33.0;140.0;;MU33;MU 33x140;True
1208888;PPLMUPRRGVESD 23x142xRL;MU;23.0;142.0;;MU23;MU 23x142;True
1208889;PPLMUPRRGSESD 23x142xRL;MU;23.0;142.0;;MU23;MU 23x142;True
1208909;PPLMUPRRGVESD 23x137xRL;MU;23.0;137.0;;MU23;MU 23x137;True
1208910;PPLMUPRRGSESD 23x137xRL;MU;23.0;137.0;;MU23;MU 23x137;True
1208911;PPLMUPRRGVESD 33x137xRL;MU;33.0;137.0;;MU33;MU 33x137;True
1208912;PPLMUPRRGSESD 33x137xRL;MU;33.0;137.0;;MU33;MU 33x137;True
1208913;PPLMUPRRGVESD 46x137xRL;MU;46.0;137.0;;MU46;MU 46x137;True
1208914;PPLMUPRRGSESD 46x137xRL;MU;46.0;137.0;;MU46;MU 46x137;True
1208915;PPLMUPRRGVESD 26x137xRL;MU;26.0;137.0;;MU26;MU 26x137;True
1208916;PPLMUPRRGSESD 26x137xRL;MU;26.0;137.0;;MU26;MU 26x137;True
1208917;PPLMUPRRGVESD 26x142xRL;MU;26.0;142.0;;MU26;MU 26x142;True
1208918;PPLMUPRRGSESD 26x142xRL;MU;26.0;142.0;;MU26;MU 26x142;True
1208919;PPLMUPRRGVESD 33x142xRL;MU;33.0;142.0;;MU33;MU 33x142;True
1208920;PPLMUPRRGSESD 33x142xRL;MU;33.0;142.0;;MU33;MU 33x142;True
1208951;PPLMUPRRGVESD 50x140xRL;MU;50.0;140.0;;MU50;MU 50x140;True
1208952;PPLMUPRRGSESD 50x140xRL;MU;50.0;140.0;;MU50;MU 50x140;True
1208953;PPLMUPRRGVESD 29x137xRL;MU;29.0;137.0;;MU29;MU 29x137;True
1208954;PPLMUPRRGSESD 29x137xRL;MU;29.0;137.0;;MU29;MU 29x137;True
1208962;PPLMUPRRGVESD 37x137xRL;MU;37.0;137.0;;MU37;MU 37x137;True
1208964;PPLMUPRRGSESD 37x137xRL;MU;37.0;137.0;;MU37;MU 37x137;True
1208987;PPLMUPRRGVESD 26x140xRL;MU;26.0;140.0;;MU26;MU 26x140;True
1208988;PPLMUPRRGSESD 26x140xRL;MU;26.0;140.0;;MU26;MU 26x140;True
1208989;PPLMUPRRGVESD 46x140xRL;MU;46.0;140.0;;MU46;MU 46x140;True
1208990;PPLMUPRRGSESD 46x140xRL;MU;46.0;140.0;;MU46;MU 46x140;True
1209045;PPLMUPRRGVESD 23x140xRL;MU;23.0;140.0;;MU23;MU 23x140;True
1209046;PPLMUPRRGSESD 23x140xRL;MU;23.0;140.0;;MU23;MU 23x140;True
1209051;PPLMUPRRGVESD 29x140xRL;MU;29.0;140.0;;MU29;MU 29x140;True
1209052;PPLMUPRRGSESD 29x140xRL;MU;29.0;140.0;;MU29;MU 29x140;True
1209141;PPLMUPRRGVESD 21x184xRL;MU;21.0;184.0;;MU21;MU 21x184;True
1209142;PPLMUPRRGSESD 21x184xRL;MU;21.0;184.0;;MU21;MU 21x184;True
1209143;PPLMUPRRGVESD 23x184xRL;MU;23.0;184.0;;MU23;MU 23x184;True
1209144;PPLMUPRRGSESD 23x184xRL;MU;23.0;184.0;;MU23;MU 23x184;True
1209159;PPLMUPRRGVESD 21x140xRL;MU;21.0;140.0;;MU21;MU 21x140;True
1209160;PPLMUPRRGSESD 21x140xRL;MU;21.0;140.0;;MU21;MU 21x140;True
1209171;PPLMUPRRGVESD 50x118xRL;MU;50.0;118.0;;MU50;MU 50x118;True
1209172;PPLMUPRRGSESD 50x118xRL;MU;50.0;118.0;;MU50;MU 50x118;True
1209173;PPLMUPRRGVESD 33x118xRL;MU;33.0;118.0;;MU33;MU 33x118;True
1209174;PPLMUPRRGSESD 33x118xRL;MU;33.0;118.0;;MU33;MU 33x118;True
1209187;PPLMUPRRGVESD 26x184xRL;MU;26.0;184.0;;MU26;MU 26x184;True
1209188;PPLMUPRRGSESD 26x184xRL;MU;26.0;184.0;;MU26;MU 26x184;True
1209366;PPLMUPRRGVESD 37x92xRL;MU;37.0;92.0;;MU37;MU 37x92;True
1209367;PPLMUPRRGSESD 37x92xRL;MU;37.0;92.0;;MU37;MU 37x92;True
1209368;PPLMUPRRGVESD 23x92xRL;MU;23.0;92.0;;MU23;MU 23x92;True
1209369;PPLMUPRRGSESD 23x92xRL;MU;23.0;92.0;;MU23;MU 23x92;True
1209381;PPLMUPRRGVESD 26x92xRL;MU;26.0;92.0;;MU26;MU 26x92;True
1209382;PPLMUPRRGSESD 26x92xRL;MU;26.0;92.0;;MU26;MU 26x92;True
1209431;PPLMUPRRGVESD 18x137xRL;MU;18.0;137.0;;MU18;MU 18x137;True
1209432;PPLMUPRRGSESD 18x137xRL;MU;18.0;137.0;;MU18;MU 18x137;True
1209471;PPLMUPRRGVESD 50x137xRL;MU;50.0;137.0;;MU50;MU 50x137;True
1209472;PPLMUPRRGSESD 50x137xRL;MU;50.0;137.0;;MU50;MU 50x137;True
1209503;PPLMUPRRGVESD 18x182xRL;MU;18.0;182.0;;MU18;MU 18x182;True
1209504;PPLMUPRRGSESD 18x182xRL;MU;18.0;182.0;;MU18;MU 18x182;True
1209542;PPLMUPRRGVESD 18x140xRL;MU;18.0;140.0;;MU18;MU 18x140;True
1209543;PPLMUPRRGSESD 18x140xRL;MU;18.0;140.0;;MU18;MU 18x140;True
1209551;PPLMUPRRGVESD 23x130x8+8;MU;23.0;130.0;;MU23;MU 23x130;True
1209552;PPLMUPRRGSESD 23x130x8+8;MU;23.0;130.0;;MU23;MU 23x130;True
1209561;PPLMUPRRGVESD 33x89xRL;MU;33.0;89.0;;MU33;MU 33x89;True
1209562;PPLMUPRRGSESD 33x89xRL;MU;33.0;89.0;;MU33;MU 33x89;True
1209954;PPLMUPRRGVESD 18x89xRL;MU;18.0;89.0;;MU18;MU 18x89;True
1209955;PPLMUPRRGSESD 18x89xRL;MU;18.0;89.0;;MU18;MU 18x89;True
1209388;PPCMCSPRGSESD 49x148xRL;MA;49.0;148.0;;MA23148;MA 49x148;True
1209392;PPCMCSPRGSESD 49x148x6+6;MA;49.0;148.0;6+6;MA23148;MA 49x148;True
1209393;PPCMCSPRGSESD 49x148x8+8;MA;49.0;148.0;8+8;MA23148;MA 49x148;True
1209409;PPCMCSPRGSESD 49x130xRL;MA;49.0;130.0;;MA23130;MA 49x130;True
1209411;PPCMCSPRGSESD 49x96x8+8;MA;49.0;96.0;8+8;MA2396;MA 49x96;True
1209421;PPCMCSTRGSESD 38x140xRL;MA;38.0;140.0;;MA18140;MA 38x140;True
1209521;PPCMCSPRGSESD 49x96xRL;MA;49.0;96.0;;MA2396;MA 49x96;True
1209531;PPCMCSPRGSESD 49x96x6+6;MA;49.0;96.0;6+6;MA2396;MA 49x96;True
1209558;PPCMCSTRGSESD 40X93XRL;MA;40.0;93.0;;MA1993;MA 40x93;True
1209601;PPCMCSPRGSESD 38x89xRL;MA;38.0;89.0;;MA1889;MA 38x89;True
1209631;PPCMCSTRGSESD 49x89xRL;MA;49.0;89.0;;MA2389;MA 49x89;True
1209682;PPCMCSTRGSESD 40x150xRL;MA;40.0;150.0;;MA19150;MA 40x150;True
1209756;PPCMCSPRGSESD 49x89xRL;MA;49.0;89.0;;MA2389;MA 49x89;True
1209777;PPCMCSPRGSESD 40x104x8+8;MA;40.0;104.0;8+8;MA19104;MA 40x104;True
1210011;PPLRPPCRGVESD 38x87xRL;RP;38.0;87.0;;RP3887;RP 38x87;True
1210013;PPLRPPCRGSESD 38x87xRL;RP;38.0;87.0;;RP3887;RP 38x87;True
1210014;PPLRPPCRGVESD 38x99xRL;RP;38.0;99.0;;RP3899;RP 38x99;True
1210015;PPLRPPCRGSESD 38x99xRL;RP;38.0;99.0;;RP3899;RP 38x99;True
1210016;PPLRPPCRGVESD 38x102xRL;RP;38.0;102.0;;RP38102;RP 38x102;True
1210017;PPLRPPCRGSESD 38x102xRL;RP;38.0;102.0;;RP38102;RP 38x102;True
1210018;PPLRPPCRGVESD 38x119xRL;RP;38.0;119.0;;RP38119;RP 38x119;True
1210019;PPLRPPCRGSESD 38x119xRL;RP;38.0;119.0;;RP38119;RP 38x119;True
1210020;PPLRPPCRGVESD 38x133xRL;RP;38.0;133.0;;RP38133;RP 38x133;True
1210021;PPLRPPCRGSESD 38x133xRL;RP;38.0;133.0;;RP38133;RP 38x133;True
1210023;PPLRPPCRGVESD 38x156xRL;RP;38.0;156.0;;RP38156;RP 38x156;True
1210024;PPLRPPCRGSESD 38x156xRL;RP;38.0;156.0;;RP38156;RP 38x156;True
1210121;PPLRPPCRGVESD 38x146xRL;RP;38.0;146.0;;RP38146;RP 38x146;True
1210122;PPLRPPCRGSESD 38x146xRL;RP;38.0;146.0;;RP38146;RP 38x146;True
1206311;PPLMUCIRGSEG1 25xRWxRL;MU;25.0;0.0;;CI25;CI 25x0;True
1206351;PPLMUCIRGSEG1 22xRWxRL;MU;22.0;0.0;;CI22;CI 22x0;True
1206471;PPLMPMERGSESD 34xRWxRL;MP;34.0;0.0;;MP34;MP 34x0;True
1206472;PPLMPMERGVESD 34xRWxRL;MP;34.0;0.0;;MP34;MP 34x0;True
1207522;PPLMUCIRGSEG1 20xRWxRL;MU;20.0;0.0;;CI20;CI 20x0;True
1207523;PPLMUCIRGSEG1 27xRWxRL;MU;27.0;0.0;;CI27;CI 27x0;True
1207525;PPLMUCIRGSEG1 36xRWxRL;MU;36.0;0.0;;CI36;CI 36x0;True
1208051;PPLMPMERGSESD 32xRWxRL;MP;32.0;0.0;;CI32;CI 32x0;True
1209274;PPLMUCIRGSEG1 22xRWx2035;MU;22.0;0.0;;CI22;CI 22x0;True
1209281;PPLMUCIRGSEG1 22xRWx7;MU;22.0;0.0;;CI22;CI 22x0;True
1209282;PPLMUCIRGSEG1 22xRWx8;MU;22.0;0.0;;CI22;CI 22x0;True
1209283;PPLMUCIRGSEG1 22xRWx9;MU;22.0;0.0;;CI22;CI 22x0;True
1209284;PPLMUCIRGSEG1 22xRWx10;MU;22.0;0.0;;CI22;CI 22x0;True
1209285;PPLMUCIRGSEG1 22xRWx11;MU;22.0;0.0;;CI22;CI 22x0;True
1209286;PPLMUCIRGSEG1 22xRWx12;MU;22.0;0.0;;CI22;CI 22x0;True
1209287;PPLMUCIRGSEG1 22xRWx13;MU;22.0;0.0;;CI22;CI 22x0;True
1209288;PPLMUCIRGSEG1 22xRWx14;MU;22.0;0.0;;CI22;CI 22x0;True
1209289;PPLMUCIRGSEG1 22xRWx15;MU;22.0;0.0;;CI22;CI 22x0;True
1209290;PPLMUCIRGSEG1 22xRWx16;MU;22.0;0.0;;CI22;CI 22x0;True
1209301;PPLMUCIRGSEG1 22xRWx6;MU;22.0;0.0;;CI22;CI 22x0;True
1209312;PPLMUCIRGSEG1 25xRWx6;MU;25.0;0.0;;CI25;CI 25x0;True
1209313;PPLMUCIRGSEG1 25xRWx7;MU;25.0;0.0;;CI25;CI 25x0;True
1209314;PPLMUCIRGSEG1 25xRWx8;MU;25.0;0.0;;CI25;CI 25x0;True
1209315;PPLMUCIRGSEG1 25xRWx9;MU;25.0;0.0;;CI25;CI 25x0;True
1209316;PPLMUCIRGSEG1 25xRWx10;MU;25.0;0.0;;CI25;CI 25x0;True
1209317;PPLMUCIRGSEG1 25xRWx11;MU;25.0;0.0;;CI25;CI 25x0;True
1209318;PPLMUCIRGSEG1 25xRWx12;MU;25.0;0.0;;CI25;CI 25x0;True
1209319;PPLMUCIRGSEG1 25xRWx13;MU;25.0;0.0;;CI25;CI 25x0;True
1209320;PPLMUCIRGSEG1 25xRWx14;MU;25.0;0.0;;CI25;CI 25x0;True
1209321;PPLMUCIRGSEG1 25xRWx15;MU;25.0;0.0;;CI25;CI 25x0;True
1209322;PPLMUCIRGSEG1 25xRWx16;MU;25.0;0.0;;CI25;CI 25x0;True
1210002;PPLRPPCS4SEG1 33,3x54xRL;RP;33.3;54.0;;RP3859;RP 33x54;True
1210003;PPLRPPCS4SEG1 33,3x60,3xRL;RP;33.3;60.3;;RP3866;RP 33x60;True
1210004;PPLRPPCS4SEG1 33,3x73xRL;RP;33.3;73.0;;RP3879;RP 33x73;True
1210005;PPLRPPCS4SEG1 33,3x79,4xRL;RP;33.3;79.4;;RP3887;RP 33x79;True
1210006;PPLRPPCS4SEG1 33,3x85,7xRL;RP;33.3;85.7;;RP3893;RP 33x85;True
1210007;PPLRPPCS4SEG1 33,3x92,1xRL;RP;33.3;92.1;;RP3899;RP 33x92;True
1210008;PPLRPPCS4SEG1 33,3x111,1xRL;RP;33.3;111.1;;RP38119;RP 33x111;True
1210009;PPLRPPCS4SEG1 33,3x123,8xRL;RP;33.3;123.8;;RP38133;RP 33x123;True
1210010;PPLRPPCS4SEG1 33,3x136,5xRL;RP;33.3;136.5;;RP38146;RP 33x136;True
1210031;PPLRPPCS4SEG1 33,3x146,1xRL;RP;33.3;146.1;;RP38156;RP 33x146;True
1210117;PPLRPNCS4SEG1 33,3x111,1xRL;RP;33.3;111.1;;RP38119;RP 33x111;True
1210118;PPLRPNCS4SEG1 33,3x123,8xRL;RP;33.3;123.8;;RP38133;RP 33x123;True
1210119;PPLRPNCS4SEG1 33,3x136,5xRL;RP;33.3;136.5;;RP38146;RP 33x136;True
1210045;PPLBLUSS4SESD 5/4x2 1/8xRL;BL;33.3;54.0;;RP3859;RP 33x54;True
1210046;PPLBLUSS4SESD 5/4x2 3/8xRL;BL;33.3;60.3;;RP3866;RP 33x60;True
1210047;PPLBLUSS4SESD 5/4x2 7/8xRL;BL;33.3;73.0;;RP3879;RP 33x73;True
1210048;PPLBLUSS4SESD 5/4x3 1/8xRL;BL;33.3;79.4;;RP3887;RP 33x79;True
1210049;PPLBLUSS4SESD 5/4x3 3/8xRL;BL;33.3;85.7;;RP3893;RP 33x85;True
1210050;PPLBLUSS4SESD 5/4x3 5/8xRL;BL;33.3;92.1;;RP3899;RP 33x92;True
1210051;PPLBLUSS4SESD 5/4x4 3/8xRL;BL;33.3;111.1;;RP38119;RP 33x111;True
1210052;PPLBLUSS4SESD 5/4x4 7/8xRL;BL;33.3;123.8;;RP38133;RP 33x123;True
1210053;PPLBLUSS4SESD 5/4x5 3/8xRL;BL;33.3;136.5;;RP38146;RP 33x136;True
1210054;PPLBLUSS4SESD 5/4x5 3/4xRL;BL;33.3;146.0;;RP38155;RP 33x146;True
1210025;PPLBKUSS4SESD 5/4x2 1/8xRL;BK;33.3;54.0;;RP3859;RP 33x54;True
1210026;PPLBKUSS4SESD 5/4x2 3/8xRL;BK;33.3;60.3;;RP3866;RP 33x60;True
