Objeto;Denomin.;Familia;Espesor;Ancho;kerf;PrecodPP;Escuadria;Status
1205932;PPCMASPRGVESD 26x155x3050;MA;26.0;155.0;;MA26155;MA 26x155;True
1205933;PPCMASPRGVESD 28x104x3050;MA;28.0;104.0;;MA28104;MA 28x104;True
1205934;PPCMASPRGVESD 28x129x3050;MA;28.0;129.0;;MA28129;MA 28x129;True
1205935;PPCMASPRGVESD 40x129x3050;MA;40.0;129.0;;MA40129;MA 40x129;True
1205936;PPCMASPRGSESD 26x155x3660;MA;26.0;155.0;;MA26155;MA 26x155;True
1205937;PPCMASPRGSESD 28x104x3660;MA;28.0;104.0;;MA28104;MA 28x104;True
1205938;PPCMASPRGSESD 28x129x3660;MA;28.0;129.0;;MA28129;MA 28x129;True
1205939;PPCMASPRGSESD 40x129x3660;MA;40.0;129.0;;MA40129;MA 40x129;True
1205940;PPCMASPRGSESD 26x155x3050;MA;26.0;155.0;;MA26155;MA 26x155;True
1205941;PPCMASPRGSESD 28x104x3050;MA;28.0;104.0;;MA28104;MA 28x104;True
1205942;PPCMASPRGSESD 28x129x3050;MA;28.0;129.0;;MA28129;MA 28x129;True
1205943;PPCMASPRGSESD 40x129x3050;MA;40.0;129.0;;MA40129;MA 40x129;True
1205944;PPCMASPRGSESD 75x202xRL;MA;75.0;202.0;;MA75202;MA 75x202;True
1205948;PPCMASPRGVESD 39x259xRL;MA;39.0;259.0;;MA39259;MA 39x259;True
1205949;PPCMASPRGSESD 39x259xRL;MA;39.0;259.0;;MA39259;MA 39x259;True
1205951;PPCMASPRGVESD 26x155x4270;MA;26.0;155.0;;MA26155;MA 26x155;True
1205952;PPCMASPRGVESD 28x104x4270;MA;28.0;104.0;;MA28104;MA 28x104;True
1205953;PPCMASPRGVESD 28x129x4270;MA;28.0;129.0;;MA28129;MA 28x129;True
1205954;PPCMASPRGVESD 40x129x4270;MA;40.0;129.0;;MA40129;MA 40x129;True
1205955;PPCMASPRGVESD 26x155x2440;MA;26.0;155.0;;MA26155;MA 26x155;True
1205956;PPCMASPRGVESD 28x104x2440;MA;28.0;104.0;;MA28104;MA 28x104;True
1205957;PPCMASPRGVESD 28x129x2440;MA;28.0;129.0;;MA28129;MA 28x129;True
1205958;PPCMASPRGVESD 40x129x2440;MA;40.0;129.0;;MA40129;MA 40x129;True
1205961;PPCMASPRGVESD 82x150xRL;MA;82.0;150.0;;MA82150;MA 82x150;True
1205962;PPCMASPRGSESD 82x150xRL;MA;82.0;150.0;;MA82150;MA 82x150;True
1205966;PPCMASPRGSESD 26x155x4270;MA;26.0;155.0;;MA26155;MA 26x155;True
1205968;PPCMASPRGSESD 28x104x4270;MA;28.0;104.0;;MA28104;MA 28x104;True
1205969;PPCMASPRGSESD 28x129x4270;MA;28.0;129.0;;MA28129;MA 28x129;True
1205970;PPCMASPRGSESD 40x129x4270;MA;40.0;129.0;;MA40129;MA 40x129;True
1205971;PPCMASPRGSESD 26x155x2440;MA;26.0;155.0;;MA26155;MA 26x155;True
1205972;PPCMASPRGSESD 28x104x2440;MA;28.0;104.0;;MA28104;MA 28x104;True
1205973;PPCMASPRGSESD 28x129x2440;MA;28.0;129.0;;MA28129;MA 28x129;True
1205974;PPCMASPRGSESD 40x129x2440;MA;40.0;129.0;;MA40129;MA 40x129;True
1205982;PPCMASPRGVESD 70x70xRL;MA;70.0;70.0;;MA7070;MA 70x70;True
1205983;PPCMASPRGSESD 70x70xRL;MA;70.0;70.0;;MA7070;MA 70x70;True
1206017;PPCMASPRGVESD 75x77xRL;MA;75.0;77.0;;MA7577;MA 75x77;True
1206018;PPCMASPRGSESD 75x77xRL;MA;75.0;77.0;;MA7577;MA 75x77;True
1206021;PPCMASPRGVESD 98x98xRL;MA;98.0;98.0;;MA9898;MA 98x98;True
1206022;PPCMASPRGSESD 98x98xRL;MA;98.0;98.0;;MA9898;MA 98x98;True
1206029;PPCMASPRGVESD 38x148xRL;MA;38.0;148.0;;MA38148;MA 38x148;True
1206043;PPCMASPRGVESD 26x157xRL;MA;26.0;157.0;;MA26157;MA 26x157;True
1206044;PPCMASPRGSESD 26x157xRL;MA;26.0;157.0;;MA26157;MA 26x157;True
1206048;PPCMASPRGVESD 38x194xRL;MA;38.0;194.0;;MA38194;MA 38x194;True
1206049;PPCMASPRGSESD 38x194xRL;MA;38.0;194.0;;MA38194;MA 38x194;True
1206058;PPCMASPRGVESD 42x194xRL;MA;42.0;194.0;;MA42194;MA 42x194;True
1206059;PPCMASPRGSESD 42x194xRL;MA;42.0;194.0;;MA42194;MA 42x194;True
1206061;PPCMASPRGVESD 23x246xRL;MA;23.0;246.0;;MA23246;MA 23x246;True
1206062;PPCMASPRGSESD 23x246xRL;MA;23.0;246.0;;MA23246;MA 23x246;True
1206082;PPCMASPRGSESD 38x148xRL;MA;38.0;148.0;;MA38148;MA 38x148;True
1206092;PPCMASPRGVESD 26x104xRL;MA;26.0;104.0;;MA26104;MA 26x104;True
1206093;PPCMASPRGSESD 26x104xRL;MA;26.0;104.0;;MA26104;MA 26x104;True
1206131;PPCMASPRGVESD 50x50xRL;MA;50.0;50.0;;MA5050;MA 50x50;True
1206132;PPCMASPRGSESD 50x50xRL;MA;50.0;50.0;;MA5050;MA 50x50;True
1206134;PPCMASPRGVESD 39x236xRL;MA;39.0;236.0;;MA39236;MA 39x236;True
1206135;PPCMASPRGSESD 39x236xRL;MA;39.0;236.0;;MA39236;MA 39x236;True
1206156;PPCMASPRGVESD 28x148xRL;MA;28.0;148.0;;MA28148;MA 28x148;True
1206157;PPCMASPRGSESD 28x148xRL;MA;28.0;148.0;;MA28148;MA 28x148;True
1206171;PPCMASPRGVESD 78x155xRL;MA;78.0;155.0;;MA78155;MA 78x155;True
1206172;PPCMASPRGSESD 78x155xRL;MA;78.0;155.0;;MA78155;MA 78x155;True
1206181;PPCMASPRGVESD 39x118xRL;MA;39.0;118.0;;MA39118;MA 39x118;True
1206182;PPCMASPRGSESD 39x118xRL;MA;39.0;118.0;;MA39118;MA 39x118;True
1206194;PPCMAPRRGVESD 50x98xRL;MA;50.0;98.0;;MA5098;MA 50x98;True
1206195;PPCMAPRRGSESD 50x98xRL;MA;50.0;98.0;;MA5098;MA 50x98;True
1206201;PPCMASPRGVESD 42x95xRL;MA;42.0;95.0;;MA4295;MA 42x95;True
1206202;PPCMASPRGSESD 42x95xRL;MA;42.0;95.0;;MA4295;MA 42x95;True
1206209;PPCMASPRGVESD 33x202xRL;MA;33.0;202.0;;MA33202;MA 33x202;True
1206210;PPCMASPRGSESD 33x202xRL;MA;33.0;202.0;;MA33202;MA 33x202;True
1206228;PPCMASPRGVESD 39x77xRL;MA;39.0;77.0;;MA3977;MA 39x77;True
1206229;PPCMASPRGSESD 39x77xRL;MA;39.0;77.0;;MA3977;MA 39x77;True
1206234;PPCMASPRGVESD 50x202xRL;MA;50.0;202.0;;MA50202;MA 50x202;True
1206235;PPCMASPRGSESD 50x202xRL;MA;50.0;202.0;;MA50202;MA 50x202;True
1206236;PPCMASPRGVESD 50x129xRL;MA;50.0;129.0;;MA50129;MA 50x129;True
1206237;PPCMASPRGSESD 50x129xRL;MA;50.0;129.0;;MA50129;MA 50x129;True
1206283;PPCMASPRGVESD 28x95xRL;MA;28.0;95.0;;MA2895;MA 28x95;True
1206284;PPCMASPRGSESD 28x95xRL;MA;28.0;95.0;;MA2895;MA 28x95;True
1206296;PPCMASPRGVESD 33x118xRL;MA;33.0;118.0;;MA33118;MA 33x118;True
1206297;PPCMASPRGSESD 33x118xRL;MA;33.0;118.0;;MA33118;MA 33x118;True
1206334;PPCMAPRRGVESD 75x202xRL;MA;75.0;202.0;;MA75202;MA 75x202;True
1206335;PPCMAPRRGSESD 75x202xRL;MA;75.0;202.0;;MA75202;MA 75x202;True
1206349;PPLMASPRGVESD 23x194xRL;MA;23.0;194.0;;MA23194;MA 23x194;True
1206350;PPLMASPRGSESD 23x194xRL;MA;23.0;194.0;;MA23194;MA 23x194;True
1206371;PPLMASPRGVESD 23x148xRL;MA;23.0;148.0;;MA23148;MA 23x148;True
1206372;PPLMASPRGSESD 23x148xRL;MA;23.0;148.0;;MA23148;MA 23x148;True
1206408;PPLMASPRGVESD 23x129xRL;MA;23.0;129.0;;MA23129;MA 23x129;True
1206409;PPLMASPRGSESD 23x129xRL;MA;23.0;129.0;;MA23129;MA 23x129;True
1206436;PPLMASPRGVESD 23x95xRL;MA;23.0;95.0;;MA2395;MA 23x95;True
1206437;PPLMASPRGVESD 23x98xRL;MA;23.0;98.0;;MA2398;MA 23x98;True
1206438;PPLMASPRGVESD 23x150xRL;MA;23.0;150.0;;MA23150;MA 23x150;True
1206439;PPLMASPRGVESD 23x202xRL;MA;23.0;202.0;;MA23202;MA 23x202;True
1206440;PPLMASPRGSESD 23x95xRL;MA;23.0;95.0;;MA2395;MA 23x95;True
1206441;PPLMASPRGSESD 23x98xRL;MA;23.0;98.0;;MA2398;MA 23x98;True
1206442;PPLMASPRGSESD 23x150xRL;MA;23.0;150.0;;MA23150;MA 23x150;True
1206443;PPLMASPRGSESD 23x202xRL;MA;23.0;202.0;;MA23202;MA 23x202;True
1206451;PPLMASPRGVESD 26x118xRL;MA;26.0;118.0;;MA26118;MA 26x118;True
1206452;PPLMASPRGSESD 26x118xRL;MA;26.0;118.0;;MA26118;MA 26x118;True
1206467;PPLMASPRGVESD 26x150xRL;MA;26.0;150.0;;MA26150;MA 26x150;True
1206468;PPLMASPRGSESD 26x150xRL;MA;26.0;150.0;;MA26150;MA 26x150;True
1206516;PPCMASPRGVESD 50x259xRL;MA;50.0;259.0;;MA50259;MA 50x259;True
1206517;PPCMASPRGSESD 50x259xRL;MA;50.0;259.0;;MA50259;MA 50x259;True
1206518;PPCMASPRGVESD 75x259xRL;MA;75.0;259.0;;MA75259;MA 75x259;True
1206519;PPCMASPRGSESD 75x259xRL;MA;75.0;259.0;;MA75259;MA 75x259;True
1206541;PPCMASPRGVESD 23x104xRL;MA;23.0;104.0;;MA23104;MA 23x104;True
1206542;PPCMASPRGSESD 23x104xRL;MA;23.0;104.0;;MA23104;MA 23x104;True
1206543;PPLMASPRGVESD 23x104xRL;MA;23.0;104.0;;MA23104;MA 23x104;True
1206544;PPLMASPRGSESD 23x104xRL;MA;23.0;104.0;;MA23104;MA 23x104;True
1206553;PPCMASPRGSESD 23x118xRL;MA;23.0;118.0;;MA23118;MA 23x118;True
1206554;PPCMASPRGVESD 23x118xRL;MA;23.0;118.0;;MA23118;MA 23x118;True
1206561;PPCMASPRGVESD 23x157xRL;MA;23.0;157.0;;MA23157;MA 23x157;True
1206562;PPCMASPRGSESD 23x157xRL;MA;23.0;157.0;;MA23157;MA 23x157;True
1206573;PPCMASPRGVESD 28x77xRL;MA;28.0;77.0;;MA2877;MA 28x77;True
1206574;PPCMASPRGSESD 28x77xRL;MA;28.0;77.0;;MA2877;MA 28x77;True
1206576;PPCMASPRGVESD 23x70xRL;MA;23.0;70.0;;MA2370;MA 23x70;True
1206577;PPCMASPRGSESD 23x70xRL;MA;23.0;70.0;;MA2370;MA 23x70;True
1206641;PPCMASPRGVESD 39x131xRL;MA;39.0;131.0;;MA39131;MA 39x131;True
1206642;PPCMASPRGSESD 39x131xRL;MA;39.0;131.0;;MA39131;MA 39x131;True
1206651;PPCMASPRGVESD 26x77xRL;MA;26.0;77.0;;MA2677;MA 26x77;True
1206653;PPCMASPRGSESD 26x77xRL;MA;26.0;77.0;;MA2677;MA 26x77;True
1206675;PPCMASPRGVESD 39x105xRL;MA;39.0;105.0;;MA39105;MA 39x105;True
1206677;PPCMASPRGSESD 39x105xRL;MA;39.0;105.0;;MA39105;MA 39x105;True
1206709;PPLMASPRGVESD 23x70xRL;MA;23.0;70.0;;MA2370;MA 23x70;True
1206723;PPCMASTRGVESD 28x104x2440;MA;28.0;104.0;;MA28104;MA 28x104;True
1206724;PPCMASTRGVESD 28x104x3050;MA;28.0;104.0;;MA28104;MA 28x104;True
1206725;PPCMASTRGVESD 28x104x3660;MA;28.0;104.0;;MA28104;MA 28x104;True
1206726;PPCMASTRGVESD 28x104x4270;MA;28.0;104.0;;MA28104;MA 28x104;True
1206727;PPCMASTRGSESD 28x104x2440;MA;28.0;104.0;;MA28104;MA 28x104;True
1206728;PPCMASTRGSESD 28x104x3050;MA;28.0;104.0;;MA28104;MA 28x104;True
1206729;PPCMASTRGSESD 28x104x3660;MA;28.0;104.0;;MA28104;MA 28x104;True
1206730;PPCMASTRGSESD 28x104x4270;MA;28.0;104.0;;MA28104;MA 28x104;True
1206731;PPLMASPRGSESD 23x70xRL;MA;23.0;70.0;;MA2370;MA 23x70;True
1206763;PPCMAPRRGVESD 50x202xRL;MA;50.0;202.0;;MA50202;MA 50x202;True
1206764;PPCMAPRRGSESD 50x202xRL;MA;50.0;202.0;;MA50202;MA 50x202;True
1206802;PPCMASPRGVESD 28x98xRL;MA;28.0;98.0;;MA2898;MA 28x98;True
1206803;PPCMASPRGSESD 28x98xRL;MA;28.0;98.0;;MA2898;MA 28x98;True
1206804;PPCMASPRGVESD 28x212xRL;MA;28.0;212.0;;MA28212;MA 28x212;True
1206805;PPCMASPRGSESD 28x212xRL;MA;28.0;212.0;;MA28212;MA 28x212;True
1206821;PPCMASPRGVESD 28x129xRL;MA;28.0;129.0;;MA28129;MA 28x129;True
1206822;PPCMASPRGSESD 28x129xRL;MA;28.0;129.0;;MA28129;MA 28x129;True
1206823;PPCMASPRGVESD 28x202xRL;MA;28.0;202.0;;MA28202;MA 28x202;True
1206824;PPCMASPRGSESD 28x202xRL;MA;28.0;202.0;;MA28202;MA 28x202;True
1206825;PPCMASPRGVESD 28x104xRL;MA;28.0;104.0;;MA28104;MA 28x104;True
1206826;PPCMASPRGSESD 28x104xRL;MA;28.0;104.0;;MA28104;MA 28x104;True
1206830;PPCMASPRGVESD 28x194xRL;MA;28.0;194.0;;MA28194;MA 28x194;True
1206831;PPCMASPRGSESD 28x194xRL;MA;28.0;194.0;;MA28194;MA 28x194;True
1206833;PPCMASPRGVESD 42x118xRL;MA;42.0;118.0;;MA42118;MA 42x118;True
1206834;PPCMASPRGSESD 42x118xRL;MA;42.0;118.0;;MA42118;MA 42x118;True
1206841;PPCMASPRGVESD 21x104xRL;MA;21.0;104.0;;MA21104;MA 21x104;True
1206842;PPCMASPRGSESD 21x104xRL;MA;21.0;104.0;;MA21104;MA 21x104;True
1206846;PPCMASTRGVESD 28x129x2440;MA;28.0;129.0;;MA28129;MA 28x129;True
1206847;PPCMASTRGVESD 28x129x3050;MA;28.0;129.0;;MA28129;MA 28x129;True
1206848;PPCMASTRGVESD 28x129x3660;MA;28.0;129.0;;MA28129;MA 28x129;True
1206849;PPCMASTRGVESD 28x129x4270;MA;28.0;129.0;;MA28129;MA 28x129;True
1206850;PPCMASTRGSESD 28x129x2440;MA;28.0;129.0;;MA28129;MA 28x129;True
1206858;PPCMASPRGVESD 39x148xRL;MA;39.0;148.0;;MA39148;MA 39x148;True
1206859;PPCMASPRGSESD 39x148xRL;MA;39.0;148.0;;MA39148;MA 39x148;True
1206871;PPCMASTRGSESD 28x129x3050;MA;28.0;129.0;;MA28129;MA 28x129;True
1206872;PPCMASTRGSESD 28x129x3660;MA;28.0;129.0;;MA28129;MA 28x129;True
1206873;PPCMASTRGSESD 28x129x4270;MA;28.0;129.0;;MA28129;MA 28x129;True
1206884;PPCMASPRGVESD 42x246xRL;MA;42.0;246.0;;MA42246;MA 42x246;True
1206885;PPCMASPRGSESD 42x246xRL;MA;42.0;246.0;;MA42246;MA 42x246;True
1206886;PPCMASPRGVESD 28x118xRL;MA;28.0;118.0;;MA28118;MA 28x118;True
1206887;PPCMASPRGSESD 28x118xRL;MA;28.0;118.0;;MA28118;MA 28x118;True
1206893;PPCMASTRGVESD 28x104x4880;MA;28.0;104.0;;MA28104;MA 28x104;True
1206894;PPCMASTRGSESD 28x104x4880;MA;28.0;104.0;;MA28104;MA 28x104;True
1206895;PPCMASTRGVESD 28x129x4880;MA;28.0;129.0;;MA28129;MA 28x129;True
1206896;PPCMASTRGSESD 28x129x4880;MA;28.0;129.0;;MA28129;MA 28x129;True
1206900;PPCMASPRGVESD 28x150xRL;MA;28.0;150.0;;MA28150;MA 28x150;True
1206911;PPCMASPRGSESD 28x150xRL;MA;28.0;150.0;;MA28150;MA 28x150;True
1206947;PPCMASPRGVESD 42x104xRL;MA;42.0;104.0;;MA42104;MA 42x104;True
1206948;PPCMASPRGSESD 42x104xRL;MA;42.0;104.0;;MA42104;MA 42x104;True
1206971;PPCMASTRGVESD 40x155x3660;MA;40.0;155.0;;MA40155;MA 40x155;True
1206972;PPCMASTRGSESD 40x155x3660;MA;40.0;155.0;;MA40155;MA 40x155;True
1206973;PPCMASTRGVESD 40x155x2440;MA;40.0;155.0;;MA40155;MA 40x155;True
1206974;PPCMASTRGSESD 40x155x2440;MA;40.0;155.0;;MA40155;MA 40x155;True
1206975;PPCMASTRGVESD 40x155x3050;MA;40.0;155.0;;MA40155;MA 40x155;True
1206976;PPCMASTRGSESD 40x155x3050;MA;40.0;155.0;;MA40155;MA 40x155;True
1207001;PPLMASTRGVESD 28x104x2440;MA;28.0;104.0;;MA28104;MA 28x104;True
1207002;PPLMASTRGVESD 28x104x3050;MA;28.0;104.0;;MA28104;MA 28x104;True
1207003;PPLMASTRGVESD 28x104x3660;MA;28.0;104.0;;MA28104;MA 28x104;True
1207004;PPLMASTRGVESD 28x104x4270;MA;28.0;104.0;;MA28104;MA 28x104;True
1207005;PPLMASTRGSESD 28x104x2440;MA;28.0;104.0;;MA28104;MA 28x104;True
1207006;PPLMASTRGSESD 28x104x3050;MA;28.0;104.0;;MA28104;MA 28x104;True
1207007;PPLMASTRGSESD 28x104x3660;MA;28.0;104.0;;MA28104;MA 28x104;True
1207008;PPLMASTRGSESD 28x104x4270;MA;28.0;104.0;;MA28104;MA 28x104;True
1207013;PPLMASTRGVESD 40x129x2440;MA;40.0;129.0;;MA40129;MA 40x129;True
1207014;PPLMASTRGVESD 40x129x3050;MA;40.0;129.0;;MA40129;MA 40x129;True
1207015;PPLMASTRGVESD 40x129x3660;MA;40.0;129.0;;MA40129;MA 40x129;True
1207016;PPLMASTRGVESD 40x129x4270;MA;40.0;129.0;;MA40129;MA 40x129;True
1207017;PPLMASTRGSESD 40x129x2440;MA;40.0;129.0;;MA40129;MA 40x129;True
1207018;PPLMASTRGSESD 40x129x3050;MA;40.0;129.0;;MA40129;MA 40x129;True
1207019;PPLMASTRGSESD 40x129x3660;MA;40.0;129.0;;MA40129;MA 40x129;True
1207020;PPLMASTRGSESD 40x129x4270;MA;40.0;129.0;;MA40129;MA 40x129;True
1207021;PPLMASTRGVESD 28x129x2440;MA;28.0;129.0;;MA28129;MA 28x129;True
1207022;PPLMASTRGVESD 28x129x3050;MA;28.0;129.0;;MA28129;MA 28x129;True
1207023;PPLMASTRGVESD 28x129x3660;MA;28.0;129.0;;MA28129;MA 28x129;True
1207024;PPLMASTRGVESD 28x129x4270;MA;28.0;129.0;;MA28129;MA 28x129;True
1207025;PPLMASTRGSESD 28x129x2440;MA;28.0;129.0;;MA28129;MA 28x129;True
1207026;PPLMASTRGSESD 28x129x3050;MA;28.0;129.0;;MA28129;MA 28x129;True
1207027;PPLMASTRGSESD 28x129x3660;MA;28.0;129.0;;MA28129;MA 28x129;True
1207028;PPLMASTRGSESD 28x129x4270;MA;28.0;129.0;;MA28129;MA 28x129;True
1207031;PPLMASTRGVESD 26x155x2440;MA;26.0;155.0;;MA26155;MA 26x155;True
1207032;PPLMASTRGVESD 26x155x3050;MA;26.0;155.0;;MA26155;MA 26x155;True
1207033;PPLMASTRGVESD 26x155x3660;MA;26.0;155.0;;MA26155;MA 26x155;True
1207034;PPLMASTRGVESD 26x155x4270;MA;26.0;155.0;;MA26155;MA 26x155;True
1207035;PPLMASTRGSESD 26x155x2440;MA;26.0;155.0;;MA26155;MA 26x155;True
1207036;PPLMASTRGSESD 26x155x3050;MA;26.0;155.0;;MA26155;MA 26x155;True
1207037;PPLMASTRGSESD 26x155x3660;MA;26.0;155.0;;MA26155;MA 26x155;True
1207038;PPLMASTRGSESD 26x155x4270;MA;26.0;155.0;;MA26155;MA 26x155;True
